Settlement;Date;ContractName
24,44;03.01.2011 00:00;Cal-2012
24,1;04.01.2011 00:00;Cal-2012
23,98;05.01.2011 00:00;Cal-2012
24,25;06.01.2011 00:00;Cal-2012
24,33;07.01.2011 00:00;Cal-2012
24,25;10.01.2011 00:00;Cal-2012
24,45;11.01.2011 00:00;Cal-2012
24,8;12.01.2011 00:00;Cal-2012
24,5;13.01.2011 00:00;Cal-2012
24,5;14.01.2011 00:00;Cal-2012
24,28;17.01.2011 00:00;Cal-2012
24,21;18.01.2011 00:00;Cal-2012
24,3;19.01.2011 00:00;Cal-2012
23,85;20.01.2011 00:00;Cal-2012
23,71;21.01.2011 00:00;Cal-2012
23,2;24.01.2011 00:00;Cal-2012
22,76;25.01.2011 00:00;Cal-2012
23,32;26.01.2011 00:00;Cal-2012
23,15;27.01.2011 00:00;Cal-2012
23,05;28.01.2011 00:00;Cal-2012
23,19;31.01.2011 00:00;Cal-2012
23,74;01.02.2011 00:00;Cal-2012
24,13;02.02.2011 00:00;Cal-2012
24,58;03.02.2011 00:00;Cal-2012
24,3;04.02.2011 00:00;Cal-2012
24,26;07.02.2011 00:00;Cal-2012
23,99;08.02.2011 00:00;Cal-2012
23,7;09.02.2011 00:00;Cal-2012
23,85;10.02.2011 00:00;Cal-2012
23,96;11.02.2011 00:00;Cal-2012
24,3;14.02.2011 00:00;Cal-2012
24,17;15.02.2011 00:00;Cal-2012
24,27;16.02.2011 00:00;Cal-2012
24,68;17.02.2011 00:00;Cal-2012
24,6;18.02.2011 00:00;Cal-2012
25,16;21.02.2011 00:00;Cal-2012
25,55;22.02.2011 00:00;Cal-2012
25,47;23.02.2011 00:00;Cal-2012
25,4;24.02.2011 00:00;Cal-2012
25,26;25.02.2011 00:00;Cal-2012
25,52;28.02.2011 00:00;Cal-2012
25,49;01.03.2011 00:00;Cal-2012
25,89;02.03.2011 00:00;Cal-2012
25,8;03.03.2011 00:00;Cal-2012
25,93;04.03.2011 00:00;Cal-2012
26,35;07.03.2011 00:00;Cal-2012
25,86;08.03.2011 00:00;Cal-2012
25,87;09.03.2011 00:00;Cal-2012
25,41;10.03.2011 00:00;Cal-2012
25,59;11.03.2011 00:00;Cal-2012
26,83;14.03.2011 00:00;Cal-2012
27,34;15.03.2011 00:00;Cal-2012
27,64;16.03.2011 00:00;Cal-2012
27,11;17.03.2011 00:00;Cal-2012
26,83;18.03.2011 00:00;Cal-2012
26,88;21.03.2011 00:00;Cal-2012
27,33;22.03.2011 00:00;Cal-2012
27,63;23.03.2011 00:00;Cal-2012
27,65;24.03.2011 00:00;Cal-2012
27,35;25.03.2011 00:00;Cal-2012
27,72;28.03.2011 00:00;Cal-2012
27,5;29.03.2011 00:00;Cal-2012
27,35;30.03.2011 00:00;Cal-2012
27,91;31.03.2011 00:00;Cal-2012
27,73;01.04.2011 00:00;Cal-2012
28,24;04.04.2011 00:00;Cal-2012
