Settlement;Date;ContractName
64,81;03.01.2011;Cal-2012
64,53;04.01.2011;Cal-2012
63,83;05.01.2011;Cal-2012
64,85;06.01.2011;Cal-2012
65,23;07.01.2011;Cal-2012
65,28;10.01.2011;Cal-2012
65,27;11.01.2011;Cal-2012
65,28;12.01.2011;Cal-2012
64,8;13.01.2011;Cal-2012
64,37;14.01.2011;Cal-2012
64,3;17.01.2011;Cal-2012
63,82;18.01.2011;Cal-2012
63,61;19.01.2011;Cal-2012
63,15;20.01.2011;Cal-2012
62,78;21.01.2011;Cal-2012
62,7;24.01.2011;Cal-2012
62,24;25.01.2011;Cal-2012
62,75;26.01.2011;Cal-2012
62,84;27.01.2011;Cal-2012
62,55;28.01.2011;Cal-2012
62,75;31.01.2011;Cal-2012
63,09;01.02.2011;Cal-2012
63,64;02.02.2011;Cal-2012
64,39;03.02.2011;Cal-2012
64,05;04.02.2011;Cal-2012
63,5;07.02.2011;Cal-2012
63,18;08.02.2011;Cal-2012
63,39;09.02.2011;Cal-2012
63,4;10.02.2011;Cal-2012
64,25;11.02.2011;Cal-2012
63,98;14.02.2011;Cal-2012
64,09;15.02.2011;Cal-2012
63,95;16.02.2011;Cal-2012
64,22;17.02.2011;Cal-2012
64,33;18.02.2011;Cal-2012
65,42;21.02.2011;Cal-2012
65,57;22.02.2011;Cal-2012
65,41;23.02.2011;Cal-2012
65,65;24.02.2011;Cal-2012
65,22;25.02.2011;Cal-2012
65,36;28.02.2011;Cal-2012
65,2;01.03.2011;Cal-2012
65,25;02.03.2011;Cal-2012
65,28;03.03.2011;Cal-2012
65,9;04.03.2011;Cal-2012
66,7;07.03.2011;Cal-2012
65,82;08.03.2011;Cal-2012
65,45;09.03.2011;Cal-2012
64,93;10.03.2011;Cal-2012
64,84;11.03.2011;Cal-2012
66,91;14.03.2011;Cal-2012
71,55;15.03.2011;Cal-2012
72,06;16.03.2011;Cal-2012
71,42;17.03.2011;Cal-2012
71,17;18.03.2011;Cal-2012
71,1;21.03.2011;Cal-2012
71,8;22.03.2011;Cal-2012
72,27;23.03.2011;Cal-2012
71,91;24.03.2011;Cal-2012
72;25.03.2011;Cal-2012
73,17;28.03.2011;Cal-2012
72,95;29.03.2011;Cal-2012
72,33;30.03.2011;Cal-2012
73,2;31.03.2011;Cal-2012
73,98;01.04.2011;Cal-2012
74,36;04.04.2011;Cal-2012
73,72;05.04.2011;Cal-2012
73,76;06.04.2011;Cal-2012
72,81;07.04.2011;Cal-2012
73,02;08.04.2011;Cal-2012
72,51;11.04.2011;Cal-2012
72,25;12.04.2011;Cal-2012
71,35;13.04.2011;Cal-2012
71,6;14.04.2011;Cal-2012
71,65;15.04.2011;Cal-2012
71,48;18.04.2011;Cal-2012
70,7;19.04.2011;Cal-2012
71,43;20.04.2011;Cal-2012
71,8;21.04.2011;Cal-2012
71,13;26.04.2011;Cal-2012
71,51;27.04.2011;Cal-2012
71,98;28.04.2011;Cal-2012
71,93;29.04.2011;Cal-2012
72,69;02.05.2011;Cal-2012
72,52;03.05.2011;Cal-2012
72,18;04.05.2011;Cal-2012
71,71;05.05.2011;Cal-2012
71,08;06.05.2011;Cal-2012
71,5;09.05.2011;Cal-2012
71,64;10.05.2011;Cal-2012
71,95;11.05.2011;Cal-2012
71,88;12.05.2011;Cal-2012
72,33;13.05.2011;Cal-2012
72,37;16.05.2011;Cal-2012
71,76;17.05.2011;Cal-2012
71,95;18.05.2011;Cal-2012
72,24;19.05.2011;Cal-2012
71,89;20.05.2011;Cal-2012
71,51;23.05.2011;Cal-2012
72,03;24.05.2011;Cal-2012
71,52;25.05.2011;Cal-2012
71,99;26.05.2011;Cal-2012
73;27.05.2011;Cal-2012
73,77;30.05.2011;Cal-2012
73,34;31.05.2011;Cal-2012
73,26;01.06.2011;Cal-2012
73,26;02.06.2011;Cal-2012
73,1;03.06.2011;Cal-2012
72,79;06.06.2011;Cal-2012
73,11;07.06.2011;Cal-2012
72,9;08.06.2011;Cal-2012
73,23;09.06.2011;Cal-2012
73,25;10.06.2011;Cal-2012
73,65;14.06.2011;Cal-2012
73,49;15.06.2011;Cal-2012
73;16.06.2011;Cal-2012
73,03;17.06.2011;Cal-2012
72,38;20.06.2011;Cal-2012
71,78;21.06.2011;Cal-2012
72,05;22.06.2011;Cal-2012
70,38;23.06.2011;Cal-2012
71,18;24.06.2011;Cal-2012
70,38;27.06.2011;Cal-2012
71,13;28.06.2011;Cal-2012
70,94;29.06.2011;Cal-2012
70,79;30.06.2011;Cal-2012
70,68;01.07.2011;Cal-2012
71,12;04.07.2011;Cal-2012
71,53;05.07.2011;Cal-2012
71,73;06.07.2011;Cal-2012
72,28;07.07.2011;Cal-2012
72,03;08.07.2011;Cal-2012
70,92;11.07.2011;Cal-2012
71,15;12.07.2011;Cal-2012
71,1;13.07.2011;Cal-2012
71,46;14.07.2011;Cal-2012
71,08;15.07.2011;Cal-2012
70,68;18.07.2011;Cal-2012
71,2;19.07.2011;Cal-2012
71,6;20.07.2011;Cal-2012
71,8;21.07.2011;Cal-2012
71,77;22.07.2011;Cal-2012
71,58;25.07.2011;Cal-2012
71,38;26.07.2011;Cal-2012
71,53;27.07.2011;Cal-2012
71,78;28.07.2011;Cal-2012
71,68;29.07.2011;Cal-2012
71,89;01.08.2011;Cal-2012
71,45;02.08.2011;Cal-2012
71,07;03.08.2011;Cal-2012
70,98;04.08.2011;Cal-2012
70,53;05.08.2011;Cal-2012
70,25;08.08.2011;Cal-2012
70,03;09.08.2011;Cal-2012
70,32;10.08.2011;Cal-2012
70,58;11.08.2011;Cal-2012
70,68;12.08.2011;Cal-2012
70,53;15.08.2011;Cal-2012
70,4;16.08.2011;Cal-2012
70,71;17.08.2011;Cal-2012
70,44;18.08.2011;Cal-2012
70,52;19.08.2011;Cal-2012
70,51;22.08.2011;Cal-2012
70,78;23.08.2011;Cal-2012
71,35;24.08.2011;Cal-2012
71,36;25.08.2011;Cal-2012
71,41;26.08.2011;Cal-2012
72,23;29.08.2011;Cal-2012
72,29;30.08.2011;Cal-2012
72,65;31.08.2011;Cal-2012
72,65;01.09.2011;Cal-2012
72,54;02.09.2011;Cal-2012
72,03;05.09.2011;Cal-2012
72,1;06.09.2011;Cal-2012
72,25;07.09.2011;Cal-2012
72,43;08.09.2011;Cal-2012
72,22;09.09.2011;Cal-2012
71,72;12.09.2011;Cal-2012
72,12;13.09.2011;Cal-2012
72,1;14.09.2011;Cal-2012
72,1;15.09.2011;Cal-2012
71,93;16.09.2011;Cal-2012
71,72;19.09.2011;Cal-2012
71,34;20.09.2011;Cal-2012
71,17;21.09.2011;Cal-2012
70,5;22.09.2011;Cal-2012
70,02;23.09.2011;Cal-2012
69,44;26.09.2011;Cal-2012
69,89;27.09.2011;Cal-2012
70,02;28.09.2011;Cal-2012
70,31;29.09.2011;Cal-2012
69,92;30.09.2011;Cal-2012
69,92;03.10.2011;Cal-2012
68,93;04.10.2011;Cal-2012
68,93;05.10.2011;Cal-2012
69,03;06.10.2011;Cal-2012
68,94;07.10.2011;Cal-2012
68,91;10.10.2011;Cal-2012
68,83;11.10.2011;Cal-2012
69,31;12.10.2011;Cal-2012
68,85;13.10.2011;Cal-2012
68,85;14.10.2011;Cal-2012
68,33;17.10.2011;Cal-2012
67,95;18.10.2011;Cal-2012
67,69;19.10.2011;Cal-2012
67,45;20.10.2011;Cal-2012
67,74;21.10.2011;Cal-2012
67,58;24.10.2011;Cal-2012
67,51;25.10.2011;Cal-2012
67,25;26.10.2011;Cal-2012
68,05;27.10.2011;Cal-2012
67,88;28.10.2011;Cal-2012
67,49;31.10.2011;Cal-2012
67,01;01.11.2011;Cal-2012
67,08;02.11.2011;Cal-2012
67,19;03.11.2011;Cal-2012
67,33;04.11.2011;Cal-2012
68,51;07.11.2011;Cal-2012
68,87;08.11.2011;Cal-2012
68,27;09.11.2011;Cal-2012
68,5;10.11.2011;Cal-2012
68,48;11.11.2011;Cal-2012
68,19;14.11.2011;Cal-2012
68,28;15.11.2011;Cal-2012
68,08;16.11.2011;Cal-2012
67,9;17.11.2011;Cal-2012
67,36;18.11.2011;Cal-2012
66,79;21.11.2011;Cal-2012
66,87;22.11.2011;Cal-2012
66,26;23.11.2011;Cal-2012
66,13;24.11.2011;Cal-2012
65,55;25.11.2011;Cal-2012
65,71;28.11.2011;Cal-2012
65,34;29.11.2011;Cal-2012
65,5;30.11.2011;Cal-2012
65,03;01.12.2011;Cal-2012
64,93;02.12.2011;Cal-2012
64,1;05.12.2011;Cal-2012
63,55;06.12.2011;Cal-2012
63,48;07.12.2011;Cal-2012
63,74;08.12.2011;Cal-2012
64,13;09.12.2011;Cal-2012
63,83;12.12.2011;Cal-2012
63,93;13.12.2011;Cal-2012
