Settlement;Date;ContractName
61;03.01.2011;Q3-2012
60,15;04.01.2011;Q3-2012
60,28;05.01.2011;Q3-2012
61,49;06.01.2011;Q3-2012
60,45;07.01.2011;Q3-2012
60,88;10.01.2011;Q3-2012
60,77;11.01.2011;Q3-2012
61,44;12.01.2011;Q3-2012
61,13;13.01.2011;Q3-2012
60,23;14.01.2011;Q3-2012
60,7;17.01.2011;Q3-2012
60,04;18.01.2011;Q3-2012
59,88;19.01.2011;Q3-2012
59,48;20.01.2011;Q3-2012
58,96;21.01.2011;Q3-2012
59;24.01.2011;Q3-2012
58,1;25.01.2011;Q3-2012
58,75;26.01.2011;Q3-2012
59,07;27.01.2011;Q3-2012
58,66;28.01.2011;Q3-2012
59,33;31.01.2011;Q3-2012
59,27;01.02.2011;Q3-2012
59,88;02.02.2011;Q3-2012
60,82;03.02.2011;Q3-2012
60,58;04.02.2011;Q3-2012
60;07.02.2011;Q3-2012
59,74;08.02.2011;Q3-2012
59,75;09.02.2011;Q3-2012
59,82;10.02.2011;Q3-2012
60,98;11.02.2011;Q3-2012
60,79;14.02.2011;Q3-2012
60,71;15.02.2011;Q3-2012
60,58;16.02.2011;Q3-2012
60,84;17.02.2011;Q3-2012
61,14;18.02.2011;Q3-2012
61,95;21.02.2011;Q3-2012
62,07;22.02.2011;Q3-2012
61,82;23.02.2011;Q3-2012
62,1;24.02.2011;Q3-2012
61,19;25.02.2011;Q3-2012
61,71;28.02.2011;Q3-2012
61,58;01.03.2011;Q3-2012
61,53;02.03.2011;Q3-2012
61,52;03.03.2011;Q3-2012
62,38;04.03.2011;Q3-2012
62,85;07.03.2011;Q3-2012
62,01;08.03.2011;Q3-2012
61,55;09.03.2011;Q3-2012
60,84;10.03.2011;Q3-2012
60,76;11.03.2011;Q3-2012
63,1;14.03.2011;Q3-2012
67,3;15.03.2011;Q3-2012
66,81;16.03.2011;Q3-2012
66,39;17.03.2011;Q3-2012
65,74;18.03.2011;Q3-2012
66;21.03.2011;Q3-2012
66,6;22.03.2011;Q3-2012
67,35;23.03.2011;Q3-2012
66,76;24.03.2011;Q3-2012
66,73;25.03.2011;Q3-2012
68,43;28.03.2011;Q3-2012
78,5;29.03.2011;Q4-2012
77,79;30.03.2011;Q4-2012
77,79;31.03.2011;Q4-2012
79,64;01.04.2011;Q4-2012
81,18;04.04.2011;Q4-2012
80,55;05.04.2011;Q4-2012
80,46;06.04.2011;Q4-2012
79,37;07.04.2011;Q4-2012
79,35;08.04.2011;Q4-2012
77,96;11.04.2011;Q4-2012
79,35;12.04.2011;Q4-2012
78,65;13.04.2011;Q4-2012
78,94;14.04.2011;Q4-2012
79,13;15.04.2011;Q4-2012
78,8;18.04.2011;Q4-2012
77,33;19.04.2011;Q4-2012
77,72;20.04.2011;Q4-2012
77,65;21.04.2011;Q4-2012
78,23;26.04.2011;Q4-2012
78,75;27.04.2011;Q4-2012
79,54;28.04.2011;Q4-2012
79,04;29.04.2011;Q4-2012
80,58;02.05.2011;Q4-2012
79,77;03.05.2011;Q4-2012
79,75;04.05.2011;Q4-2012
79,21;05.05.2011;Q4-2012
78;06.05.2011;Q4-2012
78,69;09.05.2011;Q4-2012
78,64;10.05.2011;Q4-2012
79,1;11.05.2011;Q4-2012
77,78;12.05.2011;Q4-2012
78,58;13.05.2011;Q4-2012
79,98;16.05.2011;Q4-2012
78,64;17.05.2011;Q4-2012
78,62;18.05.2011;Q4-2012
79,55;19.05.2011;Q4-2012
78,84;20.05.2011;Q4-2012
77,77;23.05.2011;Q4-2012
79,16;24.05.2011;Q4-2012
78,76;25.05.2011;Q4-2012
78,8;26.05.2011;Q4-2012
79,99;27.05.2011;Q4-2012
81,45;30.05.2011;Q4-2012
80,22;31.05.2011;Q4-2012
80,72;01.06.2011;Q4-2012
80,72;02.06.2011;Q4-2012
80,56;03.06.2011;Q4-2012
79,63;06.06.2011;Q4-2012
80,31;07.06.2011;Q4-2012
79,98;08.06.2011;Q4-2012
80,18;09.06.2011;Q4-2012
80,52;10.06.2011;Q4-2012
80,6;14.06.2011;Q4-2012
80,4;15.06.2011;Q4-2012
79,36;16.06.2011;Q4-2012
79,57;17.06.2011;Q4-2012
78,97;20.06.2011;Q4-2012
78,46;21.06.2011;Q4-2012
78,66;22.06.2011;Q4-2012
76,88;23.06.2011;Q4-2012
77,26;24.06.2011;Q4-2012
77,2;27.06.2011;Q4-2012
76,85;28.06.2011;Q1-2013
77,03;29.06.2011;Q1-2013
76,9;30.06.2011;Q1-2013
78,25;01.07.2011;Q1-2013
