Base;Date
26,7204;17.03.2014
32,41;18.03.2014
25,0058;19.03.2014
26,4079;20.03.2014
27,6571;21.03.2014
29,5742;22.03.2014
26,4971;23.03.2014
37,3363;24.03.2014
38,5892;25.03.2014
35,8533;26.03.2014
33,1617;27.03.2014
35,4208;28.03.2014
29,3204;29.03.2014
25,1422;30.03.2014
36,5621;31.03.2014
40,0033;01.04.2014
38,6533;02.04.2014
35,0079;03.04.2014
32,9421;04.04.2014
30,9683;05.04.2014
25,4375;06.04.2014
37,1917;07.04.2014
27,3613;08.04.2014
28,3825;09.04.2014
40,15;10.04.2014
40,0163;11.04.2014
27,7529;12.04.2014
13,2533;13.04.2014
23,9004;14.04.2014
28,2508;15.04.2014
34,9713;16.04.2014
33,1783;17.04.2014
28,5113;18.04.2014
26,3913;19.04.2014
15,1621;20.04.2014
21,6817;21.04.2014
36,6863;22.04.2014
36,8654;23.04.2014
37,0063;24.04.2014
33,0021;25.04.2014
32,1067;26.04.2014
25,295;27.04.2014
41,0192;28.04.2014
40,1929;29.04.2014
36,1513;30.04.2014
22,8817;01.05.2014
29,2567;02.05.2014
28,2458;03.05.2014
17,8467;04.05.2014
36,2017;05.05.2014
32,3517;06.05.2014
34,3388;07.05.2014
31,3371;08.05.2014
28,4758;09.05.2014
21,9758;10.05.2014
-2,1596;11.05.2014
28,9708;12.05.2014
39,8888;13.05.2014
32,365;14.05.2014
37,6825;15.05.2014
32,355;16.05.2014
29,0488;17.05.2014
24,7708;18.05.2014
40,2842;19.05.2014
40,1975;20.05.2014
38,5588;21.05.2014
33,4488;22.05.2014
39,8508;23.05.2014
29,345;24.05.2014
22,4825;25.05.2014
36,2038;26.05.2014
37,45;27.05.2014
36,9608;28.05.2014
29,095;29.05.2014
36,5921;30.05.2014
23,0904;31.05.2014
20,3979;01.06.2014
37,0346;02.06.2014
42,5033;03.06.2014
38,8004;04.06.2014
32,3042;05.06.2014
31,1929;06.06.2014
26,9067;07.06.2014
21,7579;08.06.2014
25,9796;09.06.2014
33,4233;10.06.2014
39,0504;11.06.2014
37,8758;12.06.2014
30,6613;13.06.2014
24,2179;14.06.2014
18,5029;15.06.2014
32,3892;16.06.2014
38,7204;17.06.2014
34,9558;18.06.2014
25,5617;19.06.2014
28,8863;20.06.2014
23,275;21.06.2014
18,1929;22.06.2014
34,5279;23.06.2014
39,68;24.06.2014
37,8871;25.06.2014
39,7267;26.06.2014
37,1467;27.06.2014
31,395;28.06.2014
28,0029;29.06.2014
34,7058;30.06.2014
34,3017;01.07.2014
34,745;02.07.2014
33,1638;03.07.2014
31,8983;04.07.2014
28,1125;05.07.2014
22,5317;06.07.2014
33,7358;07.07.2014
34,0196;08.07.2014
32,1758;09.07.2014
31,6117;10.07.2014
31,4596;11.07.2014
29,4621;12.07.2014
24,4833;13.07.2014
31,9392;14.07.2014
33,3508;15.07.2014
35,5867;16.07.2014
36,2717;17.07.2014
35,9354;18.07.2014
28,8371;19.07.2014
21,9996;20.07.2014
33,9138;21.07.2014
33,7154;22.07.2014
32,3525;23.07.2014
34,2779;24.07.2014
34,345;25.07.2014
31,4729;26.07.2014
27,2254;27.07.2014
36,0046;28.07.2014
34,4196;29.07.2014
32,7338;30.07.2014
32,1571;31.07.2014
32,5946;01.08.2014
20,8275;02.08.2014
17,6779;03.08.2014
33,3496;04.08.2014
33,5917;05.08.2014
31,0029;06.08.2014
32,2546;07.08.2014
31,8542;08.08.2014
21,6308;09.08.2014
13,4083;10.08.2014
23,3942;11.08.2014
30,9483;12.08.2014
35,6092;13.08.2014
30,3113;14.08.2014
29,5229;15.08.2014
20,1992;16.08.2014
-2,4017;17.08.2014
21,5754;18.08.2014
29,9796;19.08.2014
31,0271;20.08.2014
33,1975;21.08.2014
31,7425;22.08.2014
28,4696;23.08.2014
18,2325;24.08.2014
35,9821;25.08.2014
40,2696;26.08.2014
37,5063;27.08.2014
35,9913;28.08.2014
34,9488;29.08.2014
27,5933;30.08.2014
23,5371;31.08.2014
33,6063;01.09.2014
34,9717;02.09.2014
31,4567;03.09.2014
31,0996;04.09.2014
35,4217;05.09.2014
31,2758;06.09.2014
27,7913;07.09.2014
36,0763;08.09.2014
38,3058;09.09.2014
37,6125;10.09.2014
38,5096;11.09.2014
37,4692;12.09.2014
30,0192;13.09.2014
25,8604;14.09.2014
37,0046;15.09.2014
38,0221;16.09.2014
33,6054;17.09.2014
36,3363;18.09.2014
41,1533;19.09.2014
37,2192;20.09.2014
28,8992;21.09.2014
29,0883;22.09.2014
39,8758;23.09.2014
37,3517;24.09.2014
36,3929;25.09.2014
34,5817;26.09.2014
32,3642;27.09.2014
26,2888;28.09.2014
40,7358;29.09.2014
45,2158;30.09.2014
48,1921;01.10.2014
46,4292;02.10.2014
31,8004;03.10.2014
29,3458;04.10.2014
31,0008;05.10.2014
34,8171;06.10.2014
29,7958;07.10.2014
35,7946;08.10.2014
32,5983;09.10.2014
39,4392;10.10.2014
34,435;11.10.2014
30,5533;12.10.2014
37,5529;13.10.2014
41,6925;14.10.2014
42,72;15.10.2014
41,9038;16.10.2014
40,3013;17.10.2014
30,3392;18.10.2014
14,7479;19.10.2014
28,7583;20.10.2014
32,1346;21.10.2014
26,2321;22.10.2014
40,9238;23.10.2014
36,3425;24.10.2014
31,7929;25.10.2014
26,2408;26.10.2014
33,0996;27.10.2014
36,0675;28.10.2014
43,3021;29.10.2014
47,0292;30.10.2014
37,1663;31.10.2014
25,2321;01.11.2014
16,7217;02.11.2014
24,7183;03.11.2014
32,6454;04.11.2014
45,23;05.11.2014
49,1521;06.11.2014
35,3375;07.11.2014
27,8221;08.11.2014
23,6421;09.11.2014
40,7804;10.11.2014
36,3071;11.11.2014
40,3779;12.11.2014
43,21;13.11.2014
36,5663;14.11.2014
31,3904;15.11.2014
26,3058;16.11.2014
43,5875;17.11.2014
46,0942;18.11.2014
47,5775;19.11.2014
46,5958;20.11.2014
44,8092;21.11.2014
34,3658;22.11.2014
25,1738;23.11.2014
40,0317;24.11.2014
47,8983;25.11.2014
43,505;26.11.2014
42,6979;27.11.2014
31,3313;28.11.2014
31,5429;29.11.2014
30,5142;30.11.2014
39,33;01.12.2014
51,4946;02.12.2014
54,6929;03.12.2014
55,4813;04.12.2014
53,8163;05.12.2014
42,8825;06.12.2014
31,1075;07.12.2014
41,6021;08.12.2014
49,5279;09.12.2014
33,0125;10.12.2014
29,7679;11.12.2014
29,9092;12.12.2014
32,9654;13.12.2014
34,1221;14.12.2014
39,5879;15.12.2014
45,7517;16.12.2014
38,8867;17.12.2014
29,5875;18.12.2014
23,0963;19.12.2014
6,78;20.12.2014
10,5025;21.12.2014
7,6763;22.12.2014
16,2967;23.12.2014
9,3754;24.12.2014
12,3513;25.12.2014
33,1967;26.12.2014
27,2875;27.12.2014
30,365;28.12.2014
39,045;29.12.2014
37,775;30.12.2014
32,2867;31.12.2014
16,3104;01.01.2015
4,4529;02.01.2015
18,2554;03.01.2015
12,9808;04.01.2015
35,8571;05.01.2015
33,8792;06.01.2015
38,7175;07.01.2015
28,48;08.01.2015
24,2513;09.01.2015
12,8625;10.01.2015
1,1033;11.01.2015
22,5625;12.01.2015
24,8054;13.01.2015
27,2125;14.01.2015
25,3671;15.01.2015
33,0846;16.01.2015
31,4988;17.01.2015
26,9917;18.01.2015
42,5783;19.01.2015
47,0371;20.01.2015
44,9875;21.01.2015
43,8217;22.01.2015
42,3704;23.01.2015
29,7788;24.01.2015
28,275;25.01.2015
37,5029;26.01.2015
32,9367;27.01.2015
28,1817;28.01.2015
26,2375;29.01.2015
38,2375;30.01.2015
29,8146;31.01.2015
29,2292;01.02.2015
42,3783;02.02.2015
45,5304;03.02.2015
48,2829;04.02.2015
44,0396;05.02.2015
39,2979;06.02.2015
26,9138;07.02.2015
12,4417;08.02.2015
27,555;09.02.2015
44,1792;10.02.2015
48,3242;11.02.2015
48,3842;12.02.2015
38,7;13.02.2015
32,665;14.02.2015
29,4275;15.02.2015
35,5313;16.02.2015
42,9446;17.02.2015
43,1971;18.02.2015
38,1442;19.02.2015
30,7771;20.02.2015
30,3425;21.02.2015
33,5246;22.02.2015
31,6796;23.02.2015
34,6408;24.02.2015
44,2754;25.02.2015
37,2967;26.02.2015
38,8638;27.02.2015
29,5075;28.02.2015
10,7467;01.03.2015
26,7421;02.03.2015
27,2108;03.03.2015
26,1354;04.03.2015
36,3675;05.03.2015
39,9442;06.03.2015
28,6779;07.03.2015
22,4804;08.03.2015
38,9296;09.03.2015
37,895;10.03.2015
34,8546;11.03.2015
39,4625;12.03.2015
36,6683;13.03.2015
31,9475;14.03.2015
27,5479;15.03.2015
30,8442;16.03.2015
31,9325;17.03.2015
36,435;18.03.2015
37,2313;19.03.2015
35,3025;20.03.2015
30,9679;21.03.2015
25,9838;22.03.2015
41,195;23.03.2015
48,2779;24.03.2015
39,5413;25.03.2015
40,7325;26.03.2015
33,6879;27.03.2015
27,0621;28.03.2015
12,1335;29.03.2015
16,0525;30.03.2015
17,8471;31.03.2015
19,1017;01.04.2015
32,2463;02.04.2015
23,7079;03.04.2015
27,9821;04.04.2015
25,4021;05.04.2015
25,8433;06.04.2015
36,3658;07.04.2015
41,9825;08.04.2015
42,3696;09.04.2015
35,525;10.04.2015
23,5546;11.04.2015
-0,7983;12.04.2015
21,1738;13.04.2015
32,5667;14.04.2015
26,9621;15.04.2015
34,2929;16.04.2015
37,2913;17.04.2015
26,8592;18.04.2015
23,2704;19.04.2015
32,6938;20.04.2015
30,4133;21.04.2015
35,7004;22.04.2015
34,7142;23.04.2015
33,4133;24.04.2015
26,6146;25.04.2015
22,9692;26.04.2015
35,0354;27.04.2015
37,1317;28.04.2015
32,3704;29.04.2015
34,9763;30.04.2015
23,2067;01.05.2015
26,1054;02.05.2015
17,125;03.05.2015
30,8538;04.05.2015
26,7738;05.05.2015
25,9996;06.05.2015
27,865;07.05.2015
29,8792;08.05.2015
17,2796;09.05.2015
2,3904;10.05.2015
29,2417;11.05.2015
29,3642;12.05.2015
26,3988;13.05.2015
20,2104;14.05.2015
30,5771;15.05.2015
20,4917;16.05.2015
12,2663;17.05.2015
30,0813;18.05.2015
28,7475;19.05.2015
34,7658;20.05.2015
33,9921;21.05.2015
31,19;22.05.2015
24,4238;23.05.2015
19,7167;24.05.2015
23,5208;25.05.2015
33,1983;26.05.2015
31,9638;27.05.2015
30,4925;28.05.2015
31,1242;29.05.2015
21,5467;30.05.2015
15,3038;31.05.2015
31,4383;01.06.2015
22,03;02.06.2015
27,75;03.06.2015
28,9292;04.06.2015
29,6117;05.06.2015
23,6288;06.06.2015
18,0133;07.06.2015
30,6358;08.06.2015
33,7817;09.06.2015
32,4304;10.06.2015
35,7571;11.06.2015
35,2017;12.06.2015
26,5058;13.06.2015
18,49;14.06.2015
31,9033;15.06.2015
37,4663;16.06.2015
31,3608;17.06.2015
32,575;18.06.2015
32,3967;19.06.2015
28,0779;20.06.2015
23,4671;21.06.2015
33,2517;22.06.2015
31,8658;23.06.2015
30,5875;24.06.2015
36,465;25.06.2015
36,2683;26.06.2015
29,3788;27.06.2015
20,985;28.06.2015
36,1246;29.06.2015
35,5542;30.06.2015
33,5796;01.07.2015
33,8967;02.07.2015
44,7596;03.07.2015
33,6196;04.07.2015
28,2788;05.07.2015
37,0533;06.07.2015
49,0158;07.07.2015
29,5721;08.07.2015
28,7025;09.07.2015
32,1433;10.07.2015
33,2138;11.07.2015
27,8996;12.07.2015
40,9771;13.07.2015
41,6138;14.07.2015
47,7263;15.07.2015
45,5871;16.07.2015
38,0483;17.07.2015
37,635;18.07.2015
29,8375;19.07.2015
41,7679;20.07.2015
45,6;21.07.2015
46,7013;22.07.2015
47,1783;23.07.2015
45,4992;24.07.2015
15,83;25.07.2015
11,0383;26.07.2015
31,1138;27.07.2015
24,5571;28.07.2015
27,4017;29.07.2015
24,4958;30.07.2015
30,5233;31.07.2015
22,3967;01.08.2015
17,2867;02.08.2015
28,9342;03.08.2015
33,1992;04.08.2015
34,8071;05.08.2015
34,445;06.08.2015
34,2171;07.08.2015
28,2854;08.08.2015
26,985;09.08.2015
34,3142;10.08.2015
38,7883;11.08.2015
37,5875;12.08.2015
34,2071;13.08.2015
30,4704;14.08.2015
32,3817;15.08.2015
30,0679;16.08.2015
40,4454;17.08.2015
37,5763;18.08.2015
39,4571;19.08.2015
37,3504;20.08.2015
31,915;21.08.2015
27,5225;22.08.2015
16,8733;23.08.2015
30,9133;24.08.2015
25,9971;25.08.2015
29,3071;26.08.2015
30,8863;27.08.2015
41,0029;28.08.2015
30,0396;29.08.2015
26,5988;30.08.2015
35,4996;31.08.2015
39,135;01.09.2015
37,6246;02.09.2015
40,7558;03.09.2015
33,02;04.09.2015
19,7383;05.09.2015
1,5146;06.09.2015
32,5229;07.09.2015
35,4704;08.09.2015
34,5333;09.09.2015
33,7488;10.09.2015
33,4704;11.09.2015
30,6279;12.09.2015
25,9696;13.09.2015
33,9075;14.09.2015
28,2542;15.09.2015
33,9263;16.09.2015
27,7046;17.09.2015
36,4675;18.09.2015
30,5417;19.09.2015
21,8838;20.09.2015
36,7225;21.09.2015
33,4379;22.09.2015
43,2492;23.09.2015
32,0221;24.09.2015
35,3821;25.09.2015
32,9438;26.09.2015
26,0125;27.09.2015
34,4675;28.09.2015
34,37;29.09.2015
37,015;30.09.2015
39,0179;01.10.2015
37,9804;02.10.2015
28,8529;03.10.2015
31,1833;04.10.2015
39,2983;05.10.2015
37,2267;06.10.2015
40,4804;07.10.2015
47,1413;08.10.2015
44,3358;09.10.2015
33,6446;10.10.2015
21,905;11.10.2015
34,8354;12.10.2015
42,1546;13.10.2015
44,7021;14.10.2015
39,8521;15.10.2015
47,3375;16.10.2015
40,4633;17.10.2015
37,4783;18.10.2015
50,7204;19.10.2015
48,4029;20.10.2015
41,6954;21.10.2015
37,2058;22.10.2015
37,7842;23.10.2015
32,8067;24.10.2015
33,3236;25.10.2015
39,5217;26.10.2015
40,3688;27.10.2015
42,1963;28.10.2015
49,6417;29.10.2015
43,1958;30.10.2015
35,7279;31.10.2015
31,5725;01.11.2015
39,9596;02.11.2015
41,645;03.11.2015
42,31;04.11.2015
43,9679;05.11.2015
36,6675;06.11.2015
29,4504;07.11.2015
20,6388;08.11.2015
28,6808;09.11.2015
28,8433;10.11.2015
35,0792;11.11.2015
36,4463;12.11.2015
32,09;13.11.2015
20,6913;14.11.2015
23,8321;15.11.2015
30,5117;16.11.2015
31,7208;17.11.2015
20,4383;18.11.2015
24,8454;19.11.2015
38,1688;20.11.2015
29,7392;21.11.2015
26,0154;22.11.2015
49,4263;23.11.2015
35,2083;24.11.2015
41,7338;25.11.2015
51,2658;26.11.2015
36,7692;27.11.2015
27,8692;28.11.2015
10,8146;29.11.2015
25,28;30.11.2015
35,6654;01.12.2015
36,4;02.12.2015
42,5342;03.12.2015
30,7267;04.12.2015
23,4988;05.12.2015
17,5571;06.12.2015
40,6113;07.12.2015
34,7292;08.12.2015
34,945;09.12.2015
29,4608;10.12.2015
26,4033;11.12.2015
25,8225;12.12.2015
27,1021;13.12.2015
41,9413;14.12.2015
42,6121;15.12.2015
36,9679;16.12.2015
32,4679;17.12.2015
32,6446;18.12.2015
26,8696;19.12.2015
17,3304;20.12.2015
24,9821;21.12.2015
16,975;22.12.2015
19,5083;23.12.2015
17,2713;24.12.2015
13,3025;25.12.2015
6,7921;26.12.2015
15,5271;27.12.2015
30,8092;28.12.2015
30,9571;29.12.2015
26,8638;30.12.2015
21,9204;31.12.2015
24,9492;01.01.2016
18,1371;02.01.2016
14,1454;03.01.2016
27,4746;04.01.2016
33,3892;05.01.2016
33,6063;06.01.2016
33,3954;07.01.2016
26,9675;08.01.2016
28,8971;09.01.2016
20,5629;10.01.2016
33,6163;11.01.2016
29,4463;12.01.2016
29,1604;13.01.2016
33,5942;14.01.2016
35,4042;15.01.2016
28,3175;16.01.2016
27,5663;17.01.2016
38,8663;18.01.2016
48,2021;19.01.2016
48,7267;20.01.2016
52,1796;21.01.2016
33,2925;22.01.2016
28,2796;23.01.2016
26,345;24.01.2016
28,3404;25.01.2016
25,5104;26.01.2016
19,2025;27.01.2016
25,8021;28.01.2016
22,6475;29.01.2016
12,0521;30.01.2016
12,0513;31.01.2016
21,2542;01.02.2016
16,5696;02.02.2016
22,8667;03.02.2016
26,3633;04.02.2016
27,8604;05.02.2016
16,2963;06.02.2016
9,7729;07.02.2016
13,6413;08.02.2016
16,1521;09.02.2016
24,3292;10.02.2016
25,7154;11.02.2016
28,5917;12.02.2016
22,9367;13.02.2016
15,3663;14.02.2016
24,5271;15.02.2016
32,3688;16.02.2016
26,0892;17.02.2016
27,8638;18.02.2016
27,3625;19.02.2016
14,19;20.02.2016
8,9238;21.02.2016
19,1896;22.02.2016
24,5192;23.02.2016
23,9513;24.02.2016
27,88;25.02.2016
27,8338;26.02.2016
23,0008;27.02.2016
18,3367;28.02.2016
23,945;29.02.2016
24,9971;01.03.2016
24,0492;02.03.2016
28,1904;03.03.2016
24,8838;04.03.2016
23,1263;05.03.2016
21,3338;06.03.2016
29,4229;07.03.2016
28,3638;08.03.2016
25,7492;09.03.2016
26,155;10.03.2016
27,9225;11.03.2016
27,8146;12.03.2016
22,9267;13.03.2016
27,4546;14.03.2016
27,1454;15.03.2016
25,4096;16.03.2016
27,6308;17.03.2016
25,2408;18.03.2016
24,5492;19.03.2016
17,8829;20.03.2016
25,3008;21.03.2016
28,4225;22.03.2016
26,4421;23.03.2016
27,7838;24.03.2016
25,4529;25.03.2016
20,0908;26.03.2016
10,4117;27.03.2016
1,5221;28.03.2016
22,0667;29.03.2016
27,1938;30.03.2016
27,9421;31.03.2016
27,5963;01.04.2016
21,4983;02.04.2016
17,6896;03.04.2016
27,1392;04.04.2016
26,8725;05.04.2016
22,62;06.04.2016
22,8208;07.04.2016
28,3471;08.04.2016
24,1367;09.04.2016
19,3071;10.04.2016
23,5942;11.04.2016
28,355;12.04.2016
28,5379;13.04.2016
26,7388;14.04.2016
25,2375;15.04.2016
18,8946;16.04.2016
18,5125;17.04.2016
23,9317;18.04.2016
20,5404;19.04.2016
23,9096;20.04.2016
26,5867;21.04.2016
25,7458;22.04.2016
22,5988;23.04.2016
15,5492;24.04.2016
26,4871;25.04.2016
26,9946;26.04.2016
26,0913;27.04.2016
29,8958;28.04.2016
25,6542;29.04.2016
24,5217;30.04.2016
18,6317;01.05.2016
27,8283;02.05.2016
28,2742;03.05.2016
27,36;04.05.2016
19,45;05.05.2016
22,5354;06.05.2016
14,77;07.05.2016
-12,89;08.05.2016
21,5633;09.05.2016
27,0346;10.05.2016
25,0733;11.05.2016
25,3046;12.05.2016
27,3625;13.05.2016
12,85;14.05.2016
7,4004;15.05.2016
20,7875;16.05.2016
30,3029;17.05.2016
30,6279;18.05.2016
33,3558;19.05.2016
27,6613;20.05.2016
21,8183;21.05.2016
5,6517;22.05.2016
29,2317;23.05.2016
29,41;24.05.2016
30,5229;25.05.2016
27,5475;26.05.2016
28,6708;27.05.2016
23,7154;28.05.2016
13,4742;29.05.2016
24,8133;30.05.2016
28,6738;31.05.2016
30,4729;01.06.2016
28,7754;02.06.2016
29,0804;03.06.2016
25,1492;04.06.2016
20,3179;05.06.2016
30,5163;06.06.2016
29,1175;07.06.2016
29,0842;08.06.2016
30,6775;09.06.2016
26,1867;10.06.2016
26,3779;11.06.2016
22,4175;12.06.2016
29,2992;13.06.2016
30,1446;14.06.2016
30,5821;15.06.2016
30,5825;16.06.2016
28,04;17.06.2016
21,9813;18.06.2016
17,3988;19.06.2016
26,9567;20.06.2016
33,0867;21.06.2016
32,4463;22.06.2016
29,4121;23.06.2016
30,5813;24.06.2016
27,985;25.06.2016
16,335;26.06.2016
27,7704;27.06.2016
33,0783;28.06.2016
27,3267;29.06.2016
29,6333;30.06.2016
27,1083;01.07.2016
21,0575;02.07.2016
14,2429;03.07.2016
30,8267;04.07.2016
26,9792;05.07.2016
16,2104;06.07.2016
29,5821;07.07.2016
28,6604;08.07.2016
20,4733;09.07.2016
15,2917;10.07.2016
25,2275;11.07.2016
29,8654;12.07.2016
32,5767;13.07.2016
25,1992;14.07.2016
25,9983;15.07.2016
24,8442;16.07.2016
21,4913;17.07.2016
29,8288;18.07.2016
32,4333;19.07.2016
29,4446;20.07.2016
32,7771;21.07.2016
31,7442;22.07.2016
29,5604;23.07.2016
27,0917;24.07.2016
33,2163;25.07.2016
32,9367;26.07.2016
33,5175;27.07.2016
31,615;28.07.2016
30,0554;29.07.2016
27,7013;30.07.2016
25,2804;31.07.2016
29,7313;01.08.2016
32,5517;02.08.2016
29,2675;03.08.2016
27,89;04.08.2016
31,5479;05.08.2016
24,5679;06.08.2016
15,4017;07.08.2016
21,27;08.08.2016
28,7713;09.08.2016
28,1454;10.08.2016
28,8425;11.08.2016
28,0242;12.08.2016
18,81;13.08.2016
21,7504;14.08.2016
27,9817;15.08.2016
29,6621;16.08.2016
29,7771;17.08.2016
30,5892;18.08.2016
30,7317;19.08.2016
24,8746;20.08.2016
15,0883;21.08.2016
28,3358;22.08.2016
31,3788;23.08.2016
29,7729;24.08.2016
28,8046;25.08.2016
29,4367;26.08.2016
26,2283;27.08.2016
21,705;28.08.2016
28,9454;29.08.2016
32,1104;30.08.2016
30,6654;31.08.2016
31,2558;01.09.2016
30,5454;02.09.2016
29,4854;03.09.2016
24,44;04.09.2016
36,7783;05.09.2016
33,0892;06.09.2016
30,765;07.09.2016
30,9713;08.09.2016
32,3242;09.09.2016
28,3988;10.09.2016
27,2542;11.09.2016
33,1271;12.09.2016
31,9325;13.09.2016
29,0875;14.09.2016
27,9663;15.09.2016
32,4483;16.09.2016
27,6046;17.09.2016
24,7363;18.09.2016
34,7875;19.09.2016
34,5333;20.09.2016
35,0246;21.09.2016
32,5942;22.09.2016
31,0996;23.09.2016
29,3596;24.09.2016
23,0675;25.09.2016
36,4871;26.09.2016
34,9042;27.09.2016
24,5925;28.09.2016
22,4383;29.09.2016
33,7175;30.09.2016
33,1342;01.10.2016
30,0221;02.10.2016
30,5775;03.10.2016
30,3283;04.10.2016
29,6754;05.10.2016
31,1883;06.10.2016
38,3871;07.10.2016
36,0817;08.10.2016
33,2888;09.10.2016
50,1875;10.10.2016
38,3133;11.10.2016
36,8671;12.10.2016
34,0746;13.10.2016
29,7046;14.10.2016
31,06;15.10.2016
33,7;16.10.2016
41,9442;17.10.2016
40,0267;18.10.2016
40,4113;19.10.2016
40,5142;20.10.2016
39,5792;21.10.2016
37,755;22.10.2016
34,71;23.10.2016
41,9208;24.10.2016
52,8613;25.10.2016
45,1742;26.10.2016
39,5954;27.10.2016
35,9592;28.10.2016
34,3842;29.10.2016
36,5056;30.10.2016
43,0642;31.10.2016
34,7467;01.11.2016
33,0321;02.11.2016
45,5992;03.11.2016
40,3542;04.11.2016
38,8625;05.11.2016
35,4571;06.11.2016
38,0125;07.11.2016
54,2483;08.11.2016
48,3;09.11.2016
51,7788;10.11.2016
47,6563;11.11.2016
39,8238;12.11.2016
37,0371;13.11.2016
39,8554;14.11.2016
40,1383;15.11.2016
43,0288;16.11.2016
33,9617;17.11.2016
24,1746;18.11.2016
31,5592;19.11.2016
-0,3158;20.11.2016
33,8267;21.11.2016
38,3396;22.11.2016
45,3867;23.11.2016
39,7258;24.11.2016
42,7271;25.11.2016
38,6388;26.11.2016
31,1213;27.11.2016
40,7775;28.11.2016
42,8092;29.11.2016
36,0133;30.11.2016
27,6258;01.12.2016
38,6054;02.12.2016
40,985;03.12.2016
38,2554;04.12.2016
48,8525;05.12.2016
58,3329;06.12.2016
37,93;07.12.2016
30,4192;08.12.2016
35,8463;09.12.2016
32,1975;10.12.2016
28,9754;11.12.2016
47,4529;12.12.2016
49,1975;13.12.2016
60,0583;14.12.2016
49,8458;15.12.2016
53,0596;16.12.2016
46,7917;17.12.2016
43,6929;18.12.2016
57,4071;19.12.2016
48,825;20.12.2016
40,0538;21.12.2016
45,2338;22.12.2016
38,1696;23.12.2016
8,4525;24.12.2016
-2,695;25.12.2016
-12,2479;26.12.2016
4,4804;27.12.2016
41,3029;28.12.2016
46,4379;29.12.2016
41,9929;30.12.2016
36,2775;31.12.2016
29,3788;01.01.2017
46,2458;02.01.2017
38,6338;03.01.2017
27,0546;04.01.2017
49,9608;05.01.2017
49,5542;06.01.2017
38,5233;07.01.2017
42,6413;08.01.2017
55,9192;09.01.2017
54,6058;10.01.2017
35,9175;11.01.2017
34,1767;12.01.2017
39,7963;13.01.2017
33,33;14.01.2017
35,6171;15.01.2017
80,2771;16.01.2017
85,3733;17.01.2017
69,7358;18.01.2017
66,8579;19.01.2017
62,8838;20.01.2017
48,2604;21.01.2017
41,3554;22.01.2017
75,6363;23.01.2017
101,9217;24.01.2017
86,0075;25.01.2017
48,9654;26.01.2017
43,7896;27.01.2017
42,3917;28.01.2017
37,6492;29.01.2017
51,9192;30.01.2017
69,1825;31.01.2017
51,2988;01.02.2017
44,8808;02.02.2017
48,1542;03.02.2017
45,2992;04.02.2017
43,5129;05.02.2017
61,7863;06.02.2017
53,4167;07.02.2017
59,6621;08.02.2017
57,9221;09.02.2017
44,8592;10.02.2017
38,5483;11.02.2017
33,1258;12.02.2017
42,3338;13.02.2017
42,9813;14.02.2017
47,3204;15.02.2017
40,625;16.02.2017
43,0217;17.02.2017
40,1921;18.02.2017
28,4167;19.02.2017
31,1979;20.02.2017
32,6775;21.02.2017
24,1417;22.02.2017
25,5988;23.02.2017
28,7463;24.02.2017
29,7258;25.02.2017
13,5708;26.02.2017
28,9533;27.02.2017
29,6758;28.02.2017
35,6317;01.03.2017
27,3483;02.03.2017
38,2663;03.03.2017
33,845;04.03.2017
17,8421;05.03.2017
38,8375;06.03.2017
44,505;07.03.2017
36,4146;08.03.2017
38,2229;09.03.2017
33,5583;10.03.2017
32,9454;11.03.2017
18,7642;12.03.2017
36,3121;13.03.2017
34,5571;14.03.2017
33,6725;15.03.2017
34,4158;16.03.2017
28,485;17.03.2017
19,6717;18.03.2017
13,5675;19.03.2017
29,0596;20.03.2017
30,4688;21.03.2017
35,4983;22.03.2017
34,165;23.03.2017
34,2858;24.03.2017
28,3538;25.03.2017
27,9626;26.03.2017
34,9604;27.03.2017
34,4821;28.03.2017
31,2246;29.03.2017
33,6204;30.03.2017
31,6429;31.03.2017
30,3808;01.04.2017
29,5508;02.04.2017
37,705;03.04.2017
38,6475;04.04.2017
32,6879;05.04.2017
29,99;06.04.2017
33,8308;07.04.2017
34,4763;08.04.2017
28,2275;09.04.2017
27,3742;10.04.2017
33,5113;11.04.2017
27,6846;12.04.2017
29,27;13.04.2017
30,2938;14.04.2017
14,6038;15.04.2017
18,5658;16.04.2017
25,2971;17.04.2017
34,3029;18.04.2017
37,0275;19.04.2017
37,1846;20.04.2017
27,6892;21.04.2017
12,2671;22.04.2017
11,1633;23.04.2017
31,1133;24.04.2017
36,1967;25.04.2017
39,9088;26.04.2017
36,785;27.04.2017
36,8704;28.04.2017
30,2333;29.04.2017
-6,7417;30.04.2017
-24,2713;01.05.2017
28,8696;02.05.2017
34,4933;03.05.2017
32,7846;04.05.2017
38,0458;05.05.2017
32,7763;06.05.2017
28,0454;07.05.2017
33,5125;08.05.2017
39,755;09.05.2017
38,8313;10.05.2017
33,9258;11.05.2017
35,6233;12.05.2017
31,985;13.05.2017
28,0292;14.05.2017
36,4333;15.05.2017
34,2296;16.05.2017
32,5188;17.05.2017
32,7375;18.05.2017
34,4675;19.05.2017
26,4658;20.05.2017
18,775;21.05.2017
36,0521;22.05.2017
33,4733;23.05.2017
32,2188;24.05.2017
27,8958;25.05.2017
32,5204;26.05.2017
27,0179;27.05.2017
20,3633;28.05.2017
36,9071;29.05.2017
36,835;30.05.2017
32,9588;31.05.2017
36,2613;01.06.2017
36,4467;02.06.2017
