Base;Date
30,5046;03.06.2017
22,7621;04.06.2017
27,9563;05.06.2017
21,5304;06.06.2017
13,3129;07.06.2017
28,7883;08.06.2017
33,3788;09.06.2017
31,03;10.06.2017
20,9138;11.06.2017
24,6913;12.06.2017
32,7521;13.06.2017
37,4179;14.06.2017
32,1938;15.06.2017
20,1954;16.06.2017
24,4742;17.06.2017
28,7513;18.06.2017
38,0763;19.06.2017
35,5567;20.06.2017
39,53;21.06.2017
35,5704;22.06.2017
29,9508;23.06.2017
22,1508;24.06.2017
18,6254;25.06.2017
33,0333;26.06.2017
38,8479;27.06.2017
35,2817;28.06.2017
38,0771;29.06.2017
31,9871;30.06.2017
28,445;01.07.2017
24,175;02.07.2017
32,4213;03.07.2017
34,8871;04.07.2017
38,8354;05.07.2017
39,3575;06.07.2017
37,3213;07.07.2017
34,4021;08.07.2017
33,1317;09.07.2017
40,0533;10.07.2017
36,575;11.07.2017
34,6413;12.07.2017
33,8671;13.07.2017
36,8133;14.07.2017
32,4967;15.07.2017
30,4217;16.07.2017
37,4504;17.07.2017
37,6558;18.07.2017
35,9108;19.07.2017
37,2325;20.07.2017
35,925;21.07.2017
33,3225;22.07.2017
28,7675;23.07.2017
39,3371;24.07.2017
34,1438;25.07.2017
32,7958;26.07.2017
33,7417;27.07.2017
31,3604;28.07.2017
20,4346;29.07.2017
5,1492;30.07.2017
32,2108;31.07.2017
34,7371;01.08.2017
33,0492;02.08.2017
28,0725;03.08.2017
24,5567;04.08.2017
27,9938;05.08.2017
19,5342;06.08.2017
33,2642;07.08.2017
31,2925;08.08.2017
30,2729;09.08.2017
35,5079;10.08.2017
37,7313;11.08.2017
21,6758;12.08.2017
20,1429;13.08.2017
33,0808;14.08.2017
26,6292;15.08.2017
35,8854;16.08.2017
33,4767;17.08.2017
33,6833;18.08.2017
14,7225;19.08.2017
8,7033;20.08.2017
29,2958;21.08.2017
37,2192;22.08.2017
36,5679;23.08.2017
35,6479;24.08.2017
37,8492;25.08.2017
34,3275;26.08.2017
30,4475;27.08.2017
38,6646;28.08.2017
37,62;29.08.2017
36,1888;30.08.2017
38,4596;31.08.2017
38,7979;01.09.2017
33,9283;02.09.2017
30,8263;03.09.2017
36,55;04.09.2017
37,6638;05.09.2017
31,8713;06.09.2017
33,4029;07.09.2017
27,2421;08.09.2017
32,1542;09.09.2017
22,9667;10.09.2017
21,47;11.09.2017
29,4329;12.09.2017
13,605;13.09.2017
22,6938;14.09.2017
35,0258;15.09.2017
37,0283;16.09.2017
33,3875;17.09.2017
42,0733;18.09.2017
41,3346;19.09.2017
39,1492;20.09.2017
39,2583;21.09.2017
40,0725;22.09.2017
36,2421;23.09.2017
34,9475;24.09.2017
42,3633;25.09.2017
40,4438;26.09.2017
40,8821;27.09.2017
40,3;28.09.2017
39,7213;29.09.2017
35,6238;30.09.2017
29,8067;01.10.2017
18,305;02.10.2017
24,4838;03.10.2017
28,6096;04.10.2017
18,0258;05.10.2017
27,2529;06.10.2017
7,5479;07.10.2017
23,45;08.10.2017
42,3871;09.10.2017
37,3213;10.10.2017
34,2554;11.10.2017
25,38;12.10.2017
39,5521;13.10.2017
31,4992;14.10.2017
30,7467;15.10.2017
38,55;16.10.2017
37,5383;17.10.2017
52,5525;18.10.2017
46,3483;19.10.2017
37,7613;20.10.2017
34,24;21.10.2017
21,8538;22.10.2017
41,4167;23.10.2017
38,125;24.10.2017
33,7742;25.10.2017
40,4342;26.10.2017
30,4513;27.10.2017
-9,3025;28.10.2017
-52,1132;29.10.2017
31,9421;30.10.2017
36,9613;31.10.2017
30,8992;01.11.2017
34,0742;02.11.2017
50,4367;03.11.2017
34,5329;04.11.2017
30,4067;05.11.2017
51,0167;06.11.2017
52,5417;07.11.2017
67,2496;08.11.2017
51,5254;09.11.2017
31,515;10.11.2017
23,2375;11.11.2017
33,2475;12.11.2017
45,735;13.11.2017
40,1754;14.11.2017
64,6725;15.11.2017
47,5467;16.11.2017
42,8946;17.11.2017
19,7588;18.11.2017
9,42;19.11.2017
38,4808;20.11.2017
49,2983;21.11.2017
31,7154;22.11.2017
23,3625;23.11.2017
42,7267;24.11.2017
40,0283;25.11.2017
18,81;26.11.2017
29,2079;27.11.2017
37,4154;28.11.2017
71,5017;29.11.2017
67,5658;30.11.2017
61,0254;01.12.2017
40,2742;02.12.2017
33,3054;03.12.2017
34,8796;04.12.2017
35,9104;05.12.2017
31,2517;06.12.2017
34,1433;07.12.2017
30,6558;08.12.2017
15,7338;09.12.2017
17,4838;10.12.2017
41,6667;11.12.2017
34,3483;12.12.2017
26,875;13.12.2017
31,0083;14.12.2017
46,2588;15.12.2017
37,4442;16.12.2017
35,3338;17.12.2017
55,4183;18.12.2017
60,6713;19.12.2017
61,8304;20.12.2017
43,0417;21.12.2017
39,4875;22.12.2017
11,2538;23.12.2017
-11,7825;24.12.2017
6,7967;25.12.2017
-4,5921;26.12.2017
35,1675;27.12.2017
32,485;28.12.2017
20,8683;29.12.2017
12,8908;30.12.2017
2,6025;31.12.2017
-25,3046;01.01.2018
33,4371;02.01.2018
8,9688;03.01.2018
29,8638;04.01.2018
31,5088;05.01.2018
36,6017;06.01.2018
23,3871;07.01.2018
30,5042;08.01.2018
30,2638;09.01.2018
41,3333;10.01.2018
47,7304;11.01.2018
41,8779;12.01.2018
33,7767;13.01.2018
28,6425;14.01.2018
26,5742;15.01.2018
27,2192;16.01.2018
29,0379;17.01.2018
30,3196;18.01.2018
40,4771;19.01.2018
35,8692;20.01.2018
34,6117;21.01.2018
37,8983;22.01.2018
37,2754;23.01.2018
23,8808;24.01.2018
32,9708;25.01.2018
45,1458;26.01.2018
32,8079;27.01.2018
5,1125;28.01.2018
16,4854;29.01.2018
35,8088;30.01.2018
29,2238;31.01.2018
33,9754;01.02.2018
40,4783;02.02.2018
40,2842;03.02.2018
33,5596;04.02.2018
45,105;05.02.2018
47,1179;06.02.2018
47,2292;07.02.2018
49,8646;08.02.2018
40,7979;09.02.2018
39,3767;10.02.2018
11,4796;11.02.2018
32,8154;12.02.2018
39,6033;13.02.2018
39,8604;14.02.2018
34,1567;15.02.2018
40,3917;16.02.2018
40,6879;17.02.2018
36,5792;18.02.2018
50,3025;19.02.2018
49,0504;20.02.2018
46,7546;21.02.2018
47,4154;22.02.2018
44,2704;23.02.2018
23,9346;24.02.2018
35,1204;25.02.2018
46,6996;26.02.2018
48,6129;27.02.2018
37,6992;28.02.2018
30,0196;01.03.2018
40,42;02.03.2018
34,4917;03.03.2018
31,3267;04.03.2018
49,0588;05.03.2018
49,9213;06.03.2018
48,3813;07.03.2018
37,5288;08.03.2018
37,0775;09.03.2018
34,7608;10.03.2018
28,7208;11.03.2018
41,2196;12.03.2018
39,855;13.03.2018
46,7821;14.03.2018
24,6279;15.03.2018
29,3225;16.03.2018
3,9783;17.03.2018
1,7933;18.03.2018
49,1188;19.03.2018
42,9421;20.03.2018
51,8325;21.03.2018
43,5908;22.03.2018
52,89;23.03.2018
41,4013;24.03.2018
37,7222;25.03.2018
52,8163;26.03.2018
45,0729;27.03.2018
40,5342;28.03.2018
38,0929;29.03.2018
29,3913;30.03.2018
23,5917;31.03.2018
24,1717;01.04.2018
27,6075;02.04.2018
34,4167;03.04.2018
36,525;04.04.2018
32,5638;05.04.2018
35,2042;06.04.2018
16,4763;07.04.2018
22,9817;08.04.2018
42,6142;09.04.2018
36,0338;10.04.2018
31,5188;11.04.2018
29,8429;12.04.2018
38,5283;13.04.2018
35,3029;14.04.2018
31,6458;15.04.2018
46,6258;16.04.2018
43,8008;17.04.2018
41,0621;18.04.2018
39,8442;19.04.2018
38,6317;20.04.2018
30,0025;21.04.2018
18,5883;22.04.2018
32,5629;23.04.2018
34,3204;24.04.2018
27,2946;25.04.2018
30,4542;26.04.2018
39,6379;27.04.2018
29,0917;28.04.2018
21,3875;29.04.2018
12,95;30.04.2018
-5,7029;01.05.2018
39,9504;02.05.2018
39,9867;03.05.2018
40,5083;04.05.2018
28,4079;05.05.2018
19,6788;06.05.2018
34,3967;07.05.2018
27,47;08.05.2018
36,6238;09.05.2018
25,225;10.05.2018
42,2025;11.05.2018
32,5004;12.05.2018
16,6454;13.05.2018
34,6971;14.05.2018
42,4258;15.05.2018
41,6029;16.05.2018
35,3863;17.05.2018
39,1079;18.05.2018
36,3571;19.05.2018
16,6788;20.05.2018
5,6625;21.05.2018
42,7579;22.05.2018
42,3329;23.05.2018
38,9508;24.05.2018
40,3625;25.05.2018
37,0754;26.05.2018
32,8846;27.05.2018
43,7979;28.05.2018
42,9104;29.05.2018
46,6758;30.05.2018
42,2475;31.05.2018
51,2979;01.06.2018
40,2246;02.06.2018
32,4892;03.06.2018
46,8408;04.06.2018
51,01;05.06.2018
49,6913;06.06.2018
49,61;07.06.2018
49,3996;08.06.2018
42,4704;09.06.2018
39,3283;10.06.2018
48,5333;11.06.2018
49,7271;12.06.2018
48,1496;13.06.2018
43,6488;14.06.2018
49,4463;15.06.2018
40,2088;16.06.2018
24,3358;17.06.2018
44,3667;18.06.2018
46,5175;19.06.2018
46,795;20.06.2018
30,2367;21.06.2018
20,7254;22.06.2018
23,8871;23.06.2018
31,9342;24.06.2018
45,2013;25.06.2018
49,2663;26.06.2018
47,4879;27.06.2018
44,8933;28.06.2018
44,3167;29.06.2018
40,6575;30.06.2018
28,9192;01.07.2018
48,0683;02.07.2018
49,7592;03.07.2018
53,2092;04.07.2018
51,8117;05.07.2018
47,8133;06.07.2018
32,895;07.07.2018
34,2604;08.07.2018
46,6004;09.07.2018
52,9504;10.07.2018
52,4996;11.07.2018
53,3067;12.07.2018
50,8346;13.07.2018
48,1792;14.07.2018
45,8733;15.07.2018
53,8033;16.07.2018
52,1375;17.07.2018
49,75;18.07.2018
51,645;19.07.2018
53,5429;20.07.2018
50,1725;21.07.2018
46,2529;22.07.2018
55,0221;23.07.2018
56,6408;24.07.2018
58,4138;25.07.2018
55,0713;26.07.2018
53,6263;27.07.2018
46,4013;28.07.2018
44,8708;29.07.2018
55,1875;30.07.2018
56,3288;31.07.2018
56,3183;01.08.2018
59,4788;02.08.2018
62,7213;03.08.2018
51,1175;04.08.2018
50,485;05.08.2018
62,6929;06.08.2018
64,6775;07.08.2018
56,1075;08.08.2018
55,0646;09.08.2018
44,9417;10.08.2018
44,5192;11.08.2018
42,6458;12.08.2018
55,9913;13.08.2018
55,0579;14.08.2018
53,4492;15.08.2018
56,0354;16.08.2018
57,9542;17.08.2018
53,7733;18.08.2018
49,7671;19.08.2018
57,2229;20.08.2018
66,4463;21.08.2018
65,3975;22.08.2018
63,8675;23.08.2018
57,6013;24.08.2018
53,6463;25.08.2018
48,5017;26.08.2018
45,5688;27.08.2018
66,065;28.08.2018
62,8733;29.08.2018
57,4017;30.08.2018
64,4813;31.08.2018
59,7629;01.09.2018
52,9433;02.09.2018
63,5463;03.09.2018
66,5838;04.09.2018
66,6408;05.09.2018
65,3346;06.09.2018
62,4346;07.09.2018
50,1058;08.09.2018
49,1613;09.09.2018
64,31;10.09.2018
57,7958;11.09.2018
63,7838;12.09.2018
71,5229;13.09.2018
64,8404;14.09.2018
51,7888;15.09.2018
47,3367;16.09.2018
62,4083;17.09.2018
57,9604;18.09.2018
57,5983;19.09.2018
58,06;20.09.2018
40,7992;21.09.2018
25,4092;22.09.2018
44,1504;23.09.2018
38,88;24.09.2018
62,3396;25.09.2018
45,3775;26.09.2018
53,8892;27.09.2018
51,9679;28.09.2018
46,49;29.09.2018
41,7425;30.09.2018
61,2446;01.10.2018
42,3388;02.10.2018
18,2938;03.10.2018
65,1521;04.10.2018
60,2958;05.10.2018
57,9142;06.10.2018
54,9183;07.10.2018
63,8838;08.10.2018
71,565;09.10.2018
62,1721;10.10.2018
54,3517;11.10.2018
56,7704;12.10.2018
44,8817;13.10.2018
28,0858;14.10.2018
59,4492;15.10.2018
71,9979;16.10.2018
70,9104;17.10.2018
63,1642;18.10.2018
67,6129;19.10.2018
59,3788;20.10.2018
55,5071;21.10.2018
56,13;22.10.2018
34,6225;23.10.2018
44,5721;24.10.2018
48,74;25.10.2018
58,5263;26.10.2018
48,1242;27.10.2018
43,4608;28.10.2018
43,9742;29.10.2018
33,6729;30.10.2018
45,1392;31.10.2018
47,9133;01.11.2018
54,7688;02.11.2018
52,0429;03.11.2018
47,4675;04.11.2018
57,1942;05.11.2018
58,5496;06.11.2018
56,0079;07.11.2018
62,8704;08.11.2018
59,5146;09.11.2018
43,0654;10.11.2018
39,7283;11.11.2018
54,9046;12.11.2018
53,1079;13.11.2018
61,8679;14.11.2018
63,4792;15.11.2018
57,7692;16.11.2018
48,2071;17.11.2018
47,6042;18.11.2018
48,215;19.11.2018
46,6538;20.11.2018
55,3588;21.11.2018
77,8033;22.11.2018
80,3313;23.11.2018
61,9458;24.11.2018
53,8458;25.11.2018
73,6688;26.11.2018
75,5054;27.11.2018
52,9888;28.11.2018
50,3988;29.11.2018
57,5021;30.11.2018
46,8625;01.12.2018
30,1992;02.12.2018
44,6167;03.12.2018
50,6488;04.12.2018
59,2108;05.12.2018
54,7471;06.12.2018
42,5779;07.12.2018
11,8654;08.12.2018
8,9171;09.12.2018
36,1613;10.12.2018
55,37;11.12.2018
69,9142;12.12.2018
66,2429;13.12.2018
71,1592;14.12.2018
54,4067;15.12.2018
49,7092;16.12.2018
69,3908;17.12.2018
59,445;18.12.2018
56,4417;19.12.2018
56,6888;20.12.2018
49,6242;21.12.2018
36,6208;22.12.2018
42,6675;23.12.2018
46,8308;24.12.2018
19,0075;25.12.2018
47,4025;26.12.2018
60,015;27.12.2018
59,7967;28.12.2018
47,3367;29.12.2018
33,5333;30.12.2018
54,6858;31.12.2018
-4,2971;01.01.2019
25,9175;02.01.2019
57,7163;03.01.2019
49,91;04.01.2019
42,1808;05.01.2019
54,5454;06.01.2019
51,8125;07.01.2019
34,4967;08.01.2019
40,0013;09.01.2019
67,6721;10.01.2019
49,9183;11.01.2019
40,8017;12.01.2019
15,1008;13.01.2019
32,6108;14.01.2019
45,4479;15.01.2019
45,1988;16.01.2019
42,8367;17.01.2019
61,7325;18.01.2019
55,3883;19.01.2019
53,8917;20.01.2019
69,9004;21.01.2019
62,9988;22.01.2019
75,0833;23.01.2019
85,7958;24.01.2019
66,5021;25.01.2019
49,0863;26.01.2019
35,4396;27.01.2019
50,4017;28.01.2019
60,1883;29.01.2019
53,0729;30.01.2019
59,8425;31.01.2019
55,4758;01.02.2019
50,1929;02.02.2019
46,7233;03.02.2019
44,0513;04.02.2019
53,7888;05.02.2019
51,3175;06.02.2019
44,5488;07.02.2019
41,6158;08.02.2019
6,8079;09.02.2019
28,0258;10.02.2019
31,97;11.02.2019
46,7354;12.02.2019
45,3833;13.02.2019
49,0904;14.02.2019
47,6183;15.02.2019
39,2196;16.02.2019
39,0513;17.02.2019
46,3971;18.02.2019
41,3133;19.02.2019
45,6025;20.02.2019
43,2325;21.02.2019
47,2025;22.02.2019
40,1392;23.02.2019
39,9917;24.02.2019
44,4138;25.02.2019
44,6021;26.02.2019
44,2108;27.02.2019
40,2604;28.02.2019
45,8504;01.03.2019
41,2492;02.03.2019
10,2233;03.03.2019
13,3088;04.03.2019
31,3383;05.03.2019
34,7692;06.03.2019
29,0225;07.03.2019
26,3875;08.03.2019
7,9783;09.03.2019
17,5088;10.03.2019
38,6692;11.03.2019
36,5871;12.03.2019
18,0471;13.03.2019
32,5446;14.03.2019
25,2071;15.03.2019
17,2192;16.03.2019
0,4258;17.03.2019
31,9242;18.03.2019
45,3358;19.03.2019
41,4983;20.03.2019
39,7917;21.03.2019
40,5708;22.03.2019
35,6088;23.03.2019
33,4638;24.03.2019
32,2858;25.03.2019
36,4983;26.03.2019
40,1925;27.03.2019
42,3238;28.03.2019
39,8525;29.03.2019
35,0425;30.03.2019
28,6274;31.03.2019
38,0079;01.04.2019
33,8513;02.04.2019
42,2379;03.04.2019
42,0163;04.04.2019
42,2829;05.04.2019
38,3317;06.04.2019
37,9808;07.04.2019
44,4017;08.04.2019
41,9929;09.04.2019
42,8171;10.04.2019
44,7413;11.04.2019
44,9017;12.04.2019
41,4167;13.04.2019
37,25;14.04.2019
41,8288;15.04.2019
41,6158;16.04.2019
40,8083;17.04.2019
40,8417;18.04.2019
33,84;19.04.2019
34,5167;20.04.2019
31,5975;21.04.2019
-14,0088;22.04.2019
14,7513;23.04.2019
34,7013;24.04.2019
39,3113;25.04.2019
43,5413;26.04.2019
31,9875;27.04.2019
35,0925;28.04.2019
43,1533;29.04.2019
42,8688;30.04.2019
25,4708;01.05.2019
37,9417;02.05.2019
40,6954;03.05.2019
39,5133;04.05.2019
30,4875;05.05.2019
44,2871;06.05.2019
50,4688;07.05.2019
39,4733;08.05.2019
45,2533;09.05.2019
44,7938;10.05.2019
37,6075;11.05.2019
19,4246;12.05.2019
39,2346;13.05.2019
41,0058;14.05.2019
40,8508;15.05.2019
39,7275;16.05.2019
42,9525;17.05.2019
37,1896;18.05.2019
35,3621;19.05.2019
46,2908;20.05.2019
43,2875;21.05.2019
40,085;22.05.2019
40,6717;23.05.2019
40,4617;24.05.2019
36,6754;25.05.2019
21,5988;26.05.2019
35,3513;27.05.2019
43,3325;28.05.2019
41,7563;29.05.2019
16,0946;30.05.2019
35,805;31.05.2019
29,9629;01.06.2019
21,8675;02.06.2019
36,9029;03.06.2019
38,9921;04.06.2019
37,9296;05.06.2019
36,48;06.06.2019
37,6104;07.06.2019
-42,2396;08.06.2019
22,4996;09.06.2019
31,3679;10.06.2019
44,6679;11.06.2019
44,0021;12.06.2019
38,5117;13.06.2019
41,6175;14.06.2019
30,5758;15.06.2019
31,1496;16.06.2019
41,6588;17.06.2019
42,28;18.06.2019
41,1988;19.06.2019
36,3904;20.06.2019
38,6871;21.06.2019
31,6308;22.06.2019
20,92;23.06.2019
34,4733;24.06.2019
40,5175;25.06.2019
38,5646;26.06.2019
35,4738;27.06.2019
43,4517;28.06.2019
33,2504;29.06.2019
15,1325;30.06.2019
32,9625;01.07.2019
33,3517;02.07.2019
34,6625;03.07.2019
33,9825;04.07.2019
35,2613;05.07.2019
29,7604;06.07.2019
24,6633;07.07.2019
35,6921;08.07.2019
37,3875;09.07.2019
41,4696;10.07.2019
45,9129;11.07.2019
45,2442;12.07.2019
37,2438;13.07.2019
35,6146;14.07.2019
41,5558;15.07.2019
42,8913;16.07.2019
45,8838;17.07.2019
43,9338;18.07.2019
44,8079;19.07.2019
35,085;20.07.2019
31,5275;21.07.2019
42,6229;22.07.2019
46,6013;23.07.2019
50,6408;24.07.2019
50,2283;25.07.2019
44,5025;26.07.2019
36,1642;27.07.2019
32,0858;28.07.2019
45,5025;29.07.2019
44,5288;30.07.2019
48,465;31.07.2019
44,6621;01.08.2019
43,6996;02.08.2019
36,3658;03.08.2019
35,1517;04.08.2019
46,2846;05.08.2019
42,0621;06.08.2019
40,8683;07.08.2019
34,7179;08.08.2019
38,6879;09.08.2019
12,4388;10.08.2019
14,3517;11.08.2019
41,2408;12.08.2019
38,035;13.08.2019
38,7683;14.08.2019
30,5033;15.08.2019
35,6896;16.08.2019
26,2213;17.08.2019
27,685;18.08.2019
34,4313;19.08.2019
39,8013;20.08.2019
41,6838;21.08.2019
36,3096;22.08.2019
37,3238;23.08.2019
32,2904;24.08.2019
30,6358;25.08.2019
45,6563;26.08.2019
46,4163;27.08.2019
50,825;28.08.2019
44,4921;29.08.2019
41,3446;30.08.2019
33,6596;31.08.2019
30,1063;01.09.2019
39,175;02.09.2019
35,4042;03.09.2019
34,005;04.09.2019
31,7167;05.09.2019
32,4479;06.09.2019
35,9388;07.09.2019
36,8729;08.09.2019
45,5071;09.09.2019
36,82;10.09.2019
33,9275;11.09.2019
37,7796;12.09.2019
39,0175;13.09.2019
36,1988;14.09.2019
23,7563;15.09.2019
47,1504;16.09.2019
33,8683;17.09.2019
36,4792;18.09.2019
43,78;19.09.2019
42,6963;20.09.2019
34,6508;21.09.2019
29,6408;22.09.2019
44,1279;23.09.2019
47,445;24.09.2019
46,7446;25.09.2019
41,5663;26.09.2019
38,4375;27.09.2019
24,1029;28.09.2019
11,0567;29.09.2019
22,1013;30.09.2019
42,55;01.10.2019
40,8596;02.10.2019
40,0671;03.10.2019
43,6846;04.10.2019
36,8946;05.10.2019
31,995;06.10.2019
44,625;07.10.2019
34,8629;08.10.2019
35,195;09.10.2019
30,4621;10.10.2019
25,9733;11.10.2019
19,7304;12.10.2019
22,1438;13.10.2019
35,5625;14.10.2019
43,6304;15.10.2019
39,4625;16.10.2019
43,7654;17.10.2019
35,3546;18.10.2019
33,0854;19.10.2019
34,8296;20.10.2019
43,7225;21.10.2019
46,8283;22.10.2019
43,515;23.10.2019
38,6121;24.10.2019
36,1113;25.10.2019
20,2054;26.10.2019
20,762;27.10.2019
42,4446;28.10.2019
48,1142;29.10.2019
48,0221;30.10.2019
42,6346;31.10.2019
32,2658;01.11.2019
27,4754;02.11.2019
26,6883;03.11.2019
38,7017;04.11.2019
42,7021;05.11.2019
51,7908;06.11.2019
42,7167;07.11.2019
47,1225;08.11.2019
41,6925;09.11.2019
40,9725;10.11.2019
41,1063;11.11.2019
42,2004;12.11.2019
47,0796;13.11.2019
45,3233;14.11.2019
37,9;15.11.2019
38,0983;16.11.2019
36,8183;17.11.2019
41,3617;18.11.2019
46,4879;19.11.2019
53,2533;20.11.2019
50,0863;21.11.2019
43,58;22.11.2019
30,5788;23.11.2019
33,47;24.11.2019
51,1196;25.11.2019
47,3646;26.11.2019
39,4996;27.11.2019
30,4867;28.11.2019
40,0813;29.11.2019
42,0121;30.11.2019
42,4479;01.12.2019
46,1808;02.12.2019
51,3558;03.12.2019
47,9433;04.12.2019
41,8163;05.12.2019
31,0996;06.12.2019
24,9125;07.12.2019
-16,3833;08.12.2019
23,3654;09.12.2019
40,1738;10.12.2019
38,1196;11.12.2019
44,6175;12.12.2019
36,5325;13.12.2019
23,2292;14.12.2019
12,6813;15.12.2019
40,8383;16.12.2019
36,7158;17.12.2019
40,2042;18.12.2019
34,6454;19.12.2019
29,4063;20.12.2019
28,1075;21.12.2019
26,4754;22.12.2019
24,4963;23.12.2019
20,5154;24.12.2019
27,2488;25.12.2019
33,6275;26.12.2019
37,8167;27.12.2019
34,2925;28.12.2019
30,1663;29.12.2019
25,5671;30.12.2019
32,735;31.12.2019
34,9642;01.01.2020
38,8692;02.01.2020
26,1113;03.01.2020
20,3229;04.01.2020
35,5525;05.01.2020
38,1342;06.01.2020
40,5238;07.01.2020
33,5813;08.01.2020
36,2483;09.01.2020
34,7996;10.01.2020
31,8558;11.01.2020
22,6375;12.01.2020
37,68;13.01.2020
23,3554;14.01.2020
24,96;15.01.2020
38,17;16.01.2020
36,895;17.01.2020
31,8479;18.01.2020
33,8925;19.01.2020
44,5338;20.01.2020
41,5975;21.01.2020
45,9021;22.01.2020
51,5375;23.01.2020
50,2442;24.01.2020
40,35;25.01.2020
33,8896;26.01.2020
37,4883;27.01.2020
31,61;28.01.2020
33,2242;29.01.2020
32,8204;30.01.2020
22,4833;31.01.2020
6,835;01.02.2020
16,9879;02.02.2020
27,6579;03.02.2020
27,8754;04.02.2020
36,1992;05.02.2020
36,9196;06.02.2020
36,6867;07.02.2020
28,0504;08.02.2020
1,5663;09.02.2020
7,8817;10.02.2020
11,62;11.02.2020
19,4613;12.02.2020
37,5888;13.02.2020
36,0346;14.02.2020
20,4363;15.02.2020
-8,2742;16.02.2020
18,2467;17.02.2020
21,8671;18.02.2020
30,9108;19.02.2020
28,6771;20.02.2020
24,3279;21.02.2020
-1,5088;22.02.2020
6,9525;23.02.2020
28,4858;24.02.2020
24,1017;25.02.2020
31,6713;26.02.2020
38,4421;27.02.2020
31,04;28.02.2020
8,9104;29.02.2020
7,1404;01.03.2020
33,1792;02.03.2020
36,2492;03.03.2020
39,6108;04.03.2020
36,0717;05.03.2020
30,4775;06.03.2020
29,0888;07.03.2020
17,1067;08.03.2020
37,1133;09.03.2020
23,2496;10.03.2020
22,6875;11.03.2020
12,2363;12.03.2020
16,5375;13.03.2020
30,2671;14.03.2020
4,6483;15.03.2020
31,1908;16.03.2020
28,1829;17.03.2020
26,4188;18.03.2020
28,6908;19.03.2020
25,1354;20.03.2020
10,7367;21.03.2020
-0,9471;22.03.2020
16,9829;23.03.2020
20,4517;24.03.2020
23,0613;25.03.2020
22,2292;26.03.2020
21,5483;27.03.2020
14,2417;28.03.2020
4,2226;29.03.2020
23,32;30.03.2020
25,17;31.03.2020
23,3608;01.04.2020
19,9517;02.04.2020
22,5329;03.04.2020
20,1454;04.04.2020
2,6817;05.04.2020
17,3354;06.04.2020
23,5396;07.04.2020
26,5121;08.04.2020
23,5104;09.04.2020
23,1388;10.04.2020
20,8558;11.04.2020
12,45;12.04.2020
-15,9663;13.04.2020
19,9;14.04.2020
20,1708;15.04.2020
25,3167;16.04.2020
27,77;17.04.2020
20,2346;18.04.2020
7,4108;19.04.2020
2,4417;20.04.2020
-16,1496;21.04.2020
7,8763;22.04.2020
27,7563;23.04.2020
20,6504;24.04.2020
16,8621;25.04.2020
18,8892;26.04.2020
25,4996;27.04.2020
25,06;28.04.2020
23,0529;29.04.2020
20,0042;30.04.2020
6,5313;01.05.2020
12,4738;02.05.2020
14,0554;03.05.2020
26,3771;04.05.2020
21,7188;05.05.2020
21,4867;06.05.2020
23,8304;07.05.2020
23,7829;08.05.2020
21,9838;09.05.2020
12,5796;10.05.2020
14,0692;11.05.2020
22,2738;12.05.2020
29,7583;13.05.2020
22,7863;14.05.2020
21,0838;15.05.2020
16,9558;16.05.2020
9,4629;17.05.2020
19,7425;18.05.2020
23,6871;19.05.2020
32,0517;20.05.2020
19,5796;21.05.2020
18,8325;22.05.2020
10,265;23.05.2020
-26,1308;24.05.2020
18,6304;25.05.2020
27,425;26.05.2020
22,8971;27.05.2020
20,4121;28.05.2020
22,6921;29.05.2020
12,5367;30.05.2020
1,6613;31.05.2020
6,0704;01.06.2020
28,3413;02.06.2020
28,8396;03.06.2020
26,5525;04.06.2020
24,3;05.06.2020
6,685;06.06.2020
17,6433;07.06.2020
31,3692;08.06.2020
36,6767;09.06.2020
31,3646;10.06.2020
24,0633;11.06.2020
20,7221;12.06.2020
19,8442;13.06.2020
18,5067;14.06.2020
31,0533;15.06.2020
34,12;16.06.2020
37,235;17.06.2020
31,8033;18.06.2020
29,8533;19.06.2020
24,0846;20.06.2020
19,4996;21.06.2020
29,58;22.06.2020
32,7417;23.06.2020
35,5704;24.06.2020
34,4504;25.06.2020
34,8033;26.06.2020
26,8308;27.06.2020
17,1071;28.06.2020
27,4808;29.06.2020
18,3542;30.06.2020
32,385;01.07.2020
38,9138;02.07.2020
34,9313;03.07.2020
15,4033;04.07.2020
-15,3371;05.07.2020
14,2825;06.07.2020
31,9021;07.07.2020
41,2138;08.07.2020
42,4233;09.07.2020
36,6188;10.07.2020
28,6013;11.07.2020
24,7717;12.07.2020
34,1754;13.07.2020
36,7633;14.07.2020
41,7096;15.07.2020
44,4458;16.07.2020
37,5771;17.07.2020
29,0129;18.07.2020
27,7796;19.07.2020
32,9625;20.07.2020
31,7133;21.07.2020
34,3517;22.07.2020
35,6913;23.07.2020
31,155;24.07.2020
25,52;25.07.2020
12,6067;26.07.2020
32,5321;27.07.2020
22,9658;28.07.2020
20,7492;29.07.2020
35,6192;30.07.2020
38,5088;31.07.2020
28,3104;01.08.2020
28,19;02.08.2020
36,7192;03.08.2020
36,3938;04.08.2020
29,605;05.08.2020
33,28;06.08.2020
35,9792;07.08.2020
32,0388;08.08.2020
28,5338;09.08.2020
36,9788;10.08.2020
36,2975;11.08.2020
35,8646;12.08.2020
38,5858;13.08.2020
40,8263;14.08.2020
31,8608;15.08.2020
28,6846;16.08.2020
40,3633;17.08.2020
42,3929;18.08.2020
