Settlement;Date;ContractName
25,08;03.01.2011 00:00;Cal-2014
24,65;04.01.2011 00:00;Cal-2014
24,83;05.01.2011 00:00;Cal-2014
25,02;06.01.2011 00:00;Cal-2014
25,07;07.01.2011 00:00;Cal-2014
24,96;10.01.2011 00:00;Cal-2014
25,33;11.01.2011 00:00;Cal-2014
25,56;12.01.2011 00:00;Cal-2014
25,35;13.01.2011 00:00;Cal-2014
25,22;14.01.2011 00:00;Cal-2014
25,22;17.01.2011 00:00;Cal-2014
25,28;18.01.2011 00:00;Cal-2014
25,18;19.01.2011 00:00;Cal-2014
25;20.01.2011 00:00;Cal-2014
24,63;21.01.2011 00:00;Cal-2014
24,25;24.01.2011 00:00;Cal-2014
23,83;25.01.2011 00:00;Cal-2014
23,88;26.01.2011 00:00;Cal-2014
24,19;27.01.2011 00:00;Cal-2014
24,1;28.01.2011 00:00;Cal-2014
24,08;31.01.2011 00:00;Cal-2014
24,9;01.02.2011 00:00;Cal-2014
25,32;02.02.2011 00:00;Cal-2014
25,55;03.02.2011 00:00;Cal-2014
25,4;04.02.2011 00:00;Cal-2014
25,23;07.02.2011 00:00;Cal-2014
24,88;08.02.2011 00:00;Cal-2014
24,69;09.02.2011 00:00;Cal-2014
24,75;10.02.2011 00:00;Cal-2014
25,17;11.02.2011 00:00;Cal-2014
25,3;14.02.2011 00:00;Cal-2014
25,44;15.02.2011 00:00;Cal-2014
25,55;16.02.2011 00:00;Cal-2014
25,85;17.02.2011 00:00;Cal-2014
25,78;18.02.2011 00:00;Cal-2014
26,5;21.02.2011 00:00;Cal-2014
26,88;22.02.2011 00:00;Cal-2014
26,69;23.02.2011 00:00;Cal-2014
26,63;24.02.2011 00:00;Cal-2014
26,58;25.02.2011 00:00;Cal-2014
26,7;28.02.2011 00:00;Cal-2014
26,7;01.03.2011 00:00;Cal-2014
26,8;02.03.2011 00:00;Cal-2014
26,98;03.03.2011 00:00;Cal-2014
26,82;04.03.2011 00:00;Cal-2014
27,15;07.03.2011 00:00;Cal-2014
26,55;08.03.2011 00:00;Cal-2014
26,48;09.03.2011 00:00;Cal-2014
26,14;10.03.2011 00:00;Cal-2014
26,1;11.03.2011 00:00;Cal-2014
26,5;14.03.2011 00:00;Cal-2014
27,09;15.03.2011 00:00;Cal-2014
27,28;16.03.2011 00:00;Cal-2014
27,07;17.03.2011 00:00;Cal-2014
26,93;18.03.2011 00:00;Cal-2014
27,05;21.03.2011 00:00;Cal-2014
27,47;22.03.2011 00:00;Cal-2014
27,73;23.03.2011 00:00;Cal-2014
27,84;24.03.2011 00:00;Cal-2014
27,74;25.03.2011 00:00;Cal-2014
28,68;28.03.2011 00:00;Cal-2014
28,38;29.03.2011 00:00;Cal-2014
28,43;30.03.2011 00:00;Cal-2014
28,9;31.03.2011 00:00;Cal-2014
28,95;01.04.2011 00:00;Cal-2014
29,25;04.04.2011 00:00;Cal-2014
29;05.04.2011 00:00;Cal-2014
29,03;06.04.2011 00:00;Cal-2014
29,03;07.04.2011 00:00;Cal-2014
28,9;08.04.2011 00:00;Cal-2014
28,39;11.04.2011 00:00;Cal-2014
28,38;12.04.2011 00:00;Cal-2014
27,6;13.04.2011 00:00;Cal-2014
27,64;14.04.2011 00:00;Cal-2014
28,5;15.04.2011 00:00;Cal-2014
28,1;18.04.2011 00:00;Cal-2014
27,85;19.04.2011 00:00;Cal-2014
28,15;20.04.2011 00:00;Cal-2014
28,2;21.04.2011 00:00;Cal-2014
27,85;26.04.2011 00:00;Cal-2014
28,13;27.04.2011 00:00;Cal-2014
28,6;28.04.2011 00:00;Cal-2014
28,48;29.04.2011 00:00;Cal-2014
28,47;02.05.2011 00:00;Cal-2014
28,23;03.05.2011 00:00;Cal-2014
28,21;04.05.2011 00:00;Cal-2014
27,9;05.05.2011 00:00;Cal-2014
27,57;06.05.2011 00:00;Cal-2014
27,67;09.05.2011 00:00;Cal-2014
27,79;10.05.2011 00:00;Cal-2014
27,83;11.05.2011 00:00;Cal-2014
27,71;12.05.2011 00:00;Cal-2014
27,67;13.05.2011 00:00;Cal-2014
27,77;16.05.2011 00:00;Cal-2014
27,67;17.05.2011 00:00;Cal-2014
27,63;18.05.2011 00:00;Cal-2014
27,68;19.05.2011 00:00;Cal-2014
27,65;20.05.2011 00:00;Cal-2014
27,75;23.05.2011 00:00;Cal-2014
27,77;24.05.2011 00:00;Cal-2014
27,93;25.05.2011 00:00;Cal-2014
28,31;26.05.2011 00:00;Cal-2014
28,69;27.05.2011 00:00;Cal-2014
28,77;30.05.2011 00:00;Cal-2014
29,02;31.05.2011 00:00;Cal-2014
28,7;01.06.2011 00:00;Cal-2014
28,7;02.06.2011 00:00;Cal-2014
28,48;03.06.2011 00:00;Cal-2014
28,4;06.06.2011 00:00;Cal-2014
28,5;07.06.2011 00:00;Cal-2014
28,45;08.06.2011 00:00;Cal-2014
28,8;09.06.2011 00:00;Cal-2014
28,98;10.06.2011 00:00;Cal-2014
29,35;14.06.2011 00:00;Cal-2014
29,21;15.06.2011 00:00;Cal-2014
28,99;16.06.2011 00:00;Cal-2014
29,04;17.06.2011 00:00;Cal-2014
29,23;20.06.2011 00:00;Cal-2014
29,08;21.06.2011 00:00;Cal-2014
28,21;22.06.2011 00:00;Cal-2014
27,63;23.06.2011 00:00;Cal-2014
27,45;24.06.2011 00:00;Cal-2014
27,5;27.06.2011 00:00;Cal-2014
27,79;28.06.2011 00:00;Cal-2014
27,94;29.06.2011 00:00;Cal-2014
28,11;30.06.2011 00:00;Cal-2014
28,05;01.07.2011 00:00;Cal-2014
28,28;04.07.2011 00:00;Cal-2014
28,96;05.07.2011 00:00;Cal-2014
28,88;06.07.2011 00:00;Cal-2014
29,13;07.07.2011 00:00;Cal-2014
29,22;08.07.2011 00:00;Cal-2014
29,03;11.07.2011 00:00;Cal-2014
29,45;12.07.2011 00:00;Cal-2014
29,48;13.07.2011 00:00;Cal-2014
29,48;14.07.2011 00:00;Cal-2014
29,48;15.07.2011 00:00;Cal-2014
29,44;18.07.2011 00:00;Cal-2014
29,4;19.07.2011 00:00;Cal-2014
29,45;20.07.2011 00:00;Cal-2014
29,5;21.07.2011 00:00;Cal-2014
29,38;22.07.2011 00:00;Cal-2014
29,23;25.07.2011 00:00;Cal-2014
29,2;26.07.2011 00:00;Cal-2014
29,15;27.07.2011 00:00;Cal-2014
29,25;28.07.2011 00:00;Cal-2014
29,25;29.07.2011 00:00;Cal-2014
29,12;01.08.2011 00:00;Cal-2014
29,03;02.08.2011 00:00;Cal-2014
