Settlement;Date;ContractName
58,58;03.01.2011;Q3-2011
57,69;04.01.2011;Q3-2011
57,88;05.01.2011;Q3-2011
59,38;06.01.2011;Q3-2011
59,98;07.01.2011;Q3-2011
59,5;10.01.2011;Q3-2011
60,04;11.01.2011;Q3-2011
60,25;12.01.2011;Q3-2011
60,38;13.01.2011;Q3-2011
60,03;14.01.2011;Q3-2011
60,43;17.01.2011;Q3-2011
59,48;18.01.2011;Q3-2011
59,31;19.01.2011;Q3-2011
58,89;20.01.2011;Q3-2011
58,52;21.01.2011;Q3-2011
57,76;24.01.2011;Q3-2011
57,35;25.01.2011;Q3-2011
57,75;26.01.2011;Q3-2011
57,57;27.01.2011;Q3-2011
57,78;28.01.2011;Q3-2011
57,75;31.01.2011;Q3-2011
57,6;01.02.2011;Q3-2011
57,63;02.02.2011;Q3-2011
58,25;03.02.2011;Q3-2011
58,18;04.02.2011;Q3-2011
57,83;07.02.2011;Q3-2011
57,44;08.02.2011;Q3-2011
57,38;09.02.2011;Q3-2011
57,48;10.02.2011;Q3-2011
58,25;11.02.2011;Q3-2011
57,54;14.02.2011;Q3-2011
57,62;15.02.2011;Q3-2011
57,57;16.02.2011;Q3-2011
57,98;17.02.2011;Q3-2011
57,84;18.02.2011;Q3-2011
58,9;21.02.2011;Q3-2011
59,21;22.02.2011;Q3-2011
59,32;23.02.2011;Q3-2011
59,6;24.02.2011;Q3-2011
59;25.02.2011;Q3-2011
59,45;28.02.2011;Q3-2011
59,4;01.03.2011;Q3-2011
59,59;02.03.2011;Q3-2011
59,65;03.03.2011;Q3-2011
60,49;04.03.2011;Q3-2011
60,58;07.03.2011;Q3-2011
59,77;08.03.2011;Q3-2011
59,66;09.03.2011;Q3-2011
59,45;10.03.2011;Q3-2011
59,68;11.03.2011;Q3-2011
63,69;14.03.2011;Q3-2011
72,2;15.03.2011;Q3-2011
70,83;16.03.2011;Q3-2011
70,2;17.03.2011;Q3-2011
69,23;18.03.2011;Q3-2011
65,85;21.03.2011;Q3-2011
65,25;22.03.2011;Q3-2011
66,19;23.03.2011;Q3-2011
65,67;24.03.2011;Q3-2011
67,03;25.03.2011;Q3-2011
68,09;28.03.2011;Q3-2011
79,6;29.03.2011;Q4-2011
79,35;30.03.2011;Q4-2011
80,05;31.03.2011;Q4-2011
79,82;01.04.2011;Q4-2011
81,71;04.04.2011;Q4-2011
81,36;05.04.2011;Q4-2011
81,8;06.04.2011;Q4-2011
80,84;07.04.2011;Q4-2011
81,58;08.04.2011;Q4-2011
80,77;11.04.2011;Q4-2011
80,2;12.04.2011;Q4-2011
79,35;13.04.2011;Q4-2011
79,53;14.04.2011;Q4-2011
79,67;15.04.2011;Q4-2011
79,85;18.04.2011;Q4-2011
78,72;19.04.2011;Q4-2011
79,57;20.04.2011;Q4-2011
79,93;21.04.2011;Q4-2011
79,6;26.04.2011;Q4-2011
79,68;27.04.2011;Q4-2011
80,1;28.04.2011;Q4-2011
80,03;29.04.2011;Q4-2011
81,34;02.05.2011;Q4-2011
80,64;03.05.2011;Q4-2011
80,83;04.05.2011;Q4-2011
80,2;05.05.2011;Q4-2011
80,08;06.05.2011;Q4-2011
80,18;09.05.2011;Q4-2011
80,49;10.05.2011;Q4-2011
80,55;11.05.2011;Q4-2011
80,5;12.05.2011;Q4-2011
81,56;13.05.2011;Q4-2011
81,04;16.05.2011;Q4-2011
80,95;17.05.2011;Q4-2011
80,75;18.05.2011;Q4-2011
80,94;19.05.2011;Q4-2011
80,95;20.05.2011;Q4-2011
80,74;23.05.2011;Q4-2011
81,02;24.05.2011;Q4-2011
80,35;25.05.2011;Q4-2011
80,78;26.05.2011;Q4-2011
81,72;27.05.2011;Q4-2011
82,35;30.05.2011;Q4-2011
82,15;31.05.2011;Q4-2011
