Settlement;Date;ContractName
48,33;03.01.2011;Q3-2011
48,38;04.01.2011;Q3-2011
48,39;05.01.2011;Q3-2011
49,66;06.01.2011;Q3-2011
50,31;07.01.2011;Q3-2011
50,29;10.01.2011;Q3-2011
50,51;11.01.2011;Q3-2011
50,59;12.01.2011;Q3-2011
50,07;13.01.2011;Q3-2011
49,67;14.01.2011;Q3-2011
49,52;17.01.2011;Q3-2011
48,94;18.01.2011;Q3-2011
48,79;19.01.2011;Q3-2011
48,44;20.01.2011;Q3-2011
48,07;21.01.2011;Q3-2011
48,02;24.01.2011;Q3-2011
47,55;25.01.2011;Q3-2011
47,81;26.01.2011;Q3-2011
47,84;27.01.2011;Q3-2011
47,66;28.01.2011;Q3-2011
47,91;31.01.2011;Q3-2011
47,92;01.02.2011;Q3-2011
48,2;02.02.2011;Q3-2011
48,68;03.02.2011;Q3-2011
48,48;04.02.2011;Q3-2011
47,55;07.02.2011;Q3-2011
47,32;08.02.2011;Q3-2011
47,22;09.02.2011;Q3-2011
47,45;10.02.2011;Q3-2011
47,88;11.02.2011;Q3-2011
47,74;14.02.2011;Q3-2011
47,73;15.02.2011;Q3-2011
47,61;16.02.2011;Q3-2011
48,08;17.02.2011;Q3-2011
48,11;18.02.2011;Q3-2011
49,07;21.02.2011;Q3-2011
49,43;22.02.2011;Q3-2011
49,68;23.02.2011;Q3-2011
49,65;24.02.2011;Q3-2011
49,45;25.02.2011;Q3-2011
49,53;28.02.2011;Q3-2011
49,26;01.03.2011;Q3-2011
49,25;02.03.2011;Q3-2011
49,74;03.03.2011;Q3-2011
50,82;04.03.2011;Q3-2011
51,28;07.03.2011;Q3-2011
50,68;08.03.2011;Q3-2011
50,84;09.03.2011;Q3-2011
50,81;10.03.2011;Q3-2011
51,13;11.03.2011;Q3-2011
53,63;14.03.2011;Q3-2011
59,81;15.03.2011;Q3-2011
60,06;16.03.2011;Q3-2011
58,5;17.03.2011;Q3-2011
56,87;18.03.2011;Q3-2011
55,35;21.03.2011;Q3-2011
55,23;22.03.2011;Q3-2011
56,27;23.03.2011;Q3-2011
56,1;24.03.2011;Q3-2011
56,78;25.03.2011;Q3-2011
57,53;28.03.2011;Q3-2011
64,89;29.03.2011;Q4-2011
63,98;30.03.2011;Q4-2011
64,6;31.03.2011;Q4-2011
