Settlement;Date;ContractName
53,92;03.01.2011;Cal-2013
53,63;04.01.2011;Cal-2013
53,25;05.01.2011;Cal-2013
53,93;06.01.2011;Cal-2013
54,71;07.01.2011;Cal-2013
54,7;10.01.2011;Cal-2013
54,98;11.01.2011;Cal-2013
54,92;12.01.2011;Cal-2013
54,28;13.01.2011;Cal-2013
53,79;14.01.2011;Cal-2013
53,62;17.01.2011;Cal-2013
53,33;18.01.2011;Cal-2013
52,96;19.01.2011;Cal-2013
52,7;20.01.2011;Cal-2013
52,72;21.01.2011;Cal-2013
52,66;24.01.2011;Cal-2013
52,32;25.01.2011;Cal-2013
52,74;26.01.2011;Cal-2013
52,6;27.01.2011;Cal-2013
52,35;28.01.2011;Cal-2013
52,8;31.01.2011;Cal-2013
53,22;01.02.2011;Cal-2013
53,42;02.02.2011;Cal-2013
53,91;03.02.2011;Cal-2013
53,61;04.02.2011;Cal-2013
52,8;07.02.2011;Cal-2013
52,53;08.02.2011;Cal-2013
52,4;09.02.2011;Cal-2013
52,64;10.02.2011;Cal-2013
53,13;11.02.2011;Cal-2013
52,8;14.02.2011;Cal-2013
52,85;15.02.2011;Cal-2013
52,81;16.02.2011;Cal-2013
53,25;17.02.2011;Cal-2013
53,4;18.02.2011;Cal-2013
54,47;21.02.2011;Cal-2013
54,71;22.02.2011;Cal-2013
54,51;23.02.2011;Cal-2013
54,23;24.02.2011;Cal-2013
54,05;25.02.2011;Cal-2013
54,2;28.02.2011;Cal-2013
53,92;01.03.2011;Cal-2013
53,79;02.03.2011;Cal-2013
54,03;03.03.2011;Cal-2013
54,23;04.03.2011;Cal-2013
54,91;07.03.2011;Cal-2013
54,2;08.03.2011;Cal-2013
54,23;09.03.2011;Cal-2013
53,59;10.03.2011;Cal-2013
53,4;11.03.2011;Cal-2013
55,56;14.03.2011;Cal-2013
58,77;15.03.2011;Cal-2013
58,53;16.03.2011;Cal-2013
57,51;17.03.2011;Cal-2013
57,78;18.03.2011;Cal-2013
58,13;21.03.2011;Cal-2013
58,41;22.03.2011;Cal-2013
58,93;23.03.2011;Cal-2013
58,38;24.03.2011;Cal-2013
59,05;25.03.2011;Cal-2013
59,83;28.03.2011;Cal-2013
59,66;29.03.2011;Cal-2013
59,03;30.03.2011;Cal-2013
59,73;31.03.2011;Cal-2013
60,39;01.04.2011;Cal-2013
60,87;04.04.2011;Cal-2013
60,38;05.04.2011;Cal-2013
60,32;06.04.2011;Cal-2013
59,74;07.04.2011;Cal-2013
60,08;08.04.2011;Cal-2013
59,55;11.04.2011;Cal-2013
58,95;12.04.2011;Cal-2013
58,51;13.04.2011;Cal-2013
58,91;14.04.2011;Cal-2013
59,41;15.04.2011;Cal-2013
