"";"Date";"SpreadBQI";"SpreadBQII";"SpreadBQIII";"SpreadBQIV"
"771";2013-04-05;3;-3,6;-2,4;3,02
"772";2013-04-08;2,97;-3,59;-2,33;2,97
"773";2013-04-09;2,87;-3,58;-2,46;3,19
"774";2013-04-10;3,01;-3,54;-2,4;2,96
"775";2013-04-11;2,97;-3,52;-2,48;3,05
"776";2013-04-12;3,12;-3,54;-2,51000000000001;2,96
"777";2013-04-15;3,11;-3,51;-2,7;3,13
"778";2013-04-16;3,6;-3,31;-2,87;2,62
"779";2013-04-17;3,48;-3,38;-2,75;2,69
"780";2013-04-18;3,44;-3,3;-2,87;2,76
"781";2013-04-19;3,20999999999999;-3,37;-2,53;2,72
"782";2013-04-22;3,43;-3,38;-2,91999999999999;2,91
"783";2013-04-23;3,29;-3,53;-2,86;3,13
"784";2013-04-24;3,32;-3,43;-2,83;2,96
"785";2013-04-25;3,45;-3,57;-2,74;2,9
"786";2013-04-26;3,47;-3,67;-2,7;2,93
"787";2013-04-29;3,46;-3,81;-2,72;3,09
"788";2013-04-30;3,44;-3,72000000000001;-2,90000000000001;3,20999999999999
"789";2013-05-02;3,58;-3,83;-3,03;3,32
"790";2013-05-03;3,73;-3,85;-3,25;3,41
"791";2013-05-06;3,76;-3,89;-3,28;3,45
"792";2013-05-07;3,7;-3,98;-3,05;3,37
"793";2013-05-08;3,58;-3,89;-3,06;3,4
"794";2013-05-09;3,58;-3,89;-3,06;3,4
"795";2013-05-10;3,49;-3,93;-2,99;3,46
"796";2013-05-13;3,55;-3,92;-3,03;3,41999999999999
"797";2013-05-14;3,62;-3,83000000000001;-3,16;3,41
"798";2013-05-15;3,47;-3,89;-2,98;3,43
"799";2013-05-16;3,55;-3,85;-3,09;3,43
"800";2013-05-17;3,57;-3,93;-3,01;3,41
"801";2013-05-20;3,57;-3,93;-3,01;3,41
"802";2013-05-21;3,45;-3,90000000000001;-2,92;3,41
"803";2013-05-22;3,47;-3,9;-2,87;3,33
"804";2013-05-23;3,59;-3,84999999999999;-3,05;3,36
"805";2013-05-24;3,49;-4;-2,95999999999999;3,5
"806";2013-05-27;3,41;-3,91999999999999;-2,84999999999999;3,39
"807";2013-05-28;3,5;-3,88;-2,89;3,3
"808";2013-05-29;3,48;-3,89;-2,9;3,34
"809";2013-05-30;3,52;-3,90000000000001;-2,96;3,37
"810";2013-05-31;3,51;-3,84;-2,94;3,3
"811";2013-06-03;3,55;-3,9;-2,96;3,34
"812";2013-06-04;3,62;-3,84;-3,02;3,28
"813";2013-06-05;3,55;-3,91;-3,02999999999999;3,42
"814";2013-06-06;3,65000000000001;-3,87;-3,08;3,35
"815";2013-06-07;3,6;-3,99;-3,09;3,5
"816";2013-06-10;3,66;-3,99;-3,07;3,43
"817";2013-06-11;3,84;-4,09999999999999;-3,2;3,5
"818";2013-06-12;3,75;-4,05;-3,23;3,56
"819";2013-06-13;3,82;-4,05;-3,28;3,54
"820";2013-06-14;3,77999999999999;-4,13;-3,23;3,59999999999999
"821";2013-06-17;4;-4,31;-3,36;3,7
"822";2013-06-18;3,91;-4,29000000000001;-3,3;3,72
"823";2013-06-19;3,94;-4,32;-3,28;3,7
"824";2013-06-20;3,94;-4,36;-3,37;3,82
"825";2013-06-21;3,97;-4,3;-3,28;3,66
"826";2013-06-24;3,86000000000001;-4,2;-3,34999999999999;3,73
"827";2013-06-25;3,88;-4,31;-3,22;3,7
"828";2014-03-27;3,36;-3,99;-1,79;2,46
"829";2014-03-28;3,22;-3,83;-1,71;2,36
"830";2014-03-31;3,3;-3,95;-1,75;2,43
"831";2014-04-01;3,25;-4,04;-1,67;2,49
"832";2014-04-02;3,05;-3,87;-1,34;2,18
"833";2014-04-03;3,09999999999999;-3,91;-1,38;2,22
"834";2014-04-04;3,07;-3,72;-1,39;2,07
"835";2014-04-07;3,3;-3,85;-1,63;2,21
"836";2014-04-08;3,25;-3,9;-1,65;2,33
"837";2014-04-09;3,31;-3,85;-1,68;2,25
"838";2014-04-10;3,24;-3,86;-1,73999999999999;2,39
"839";2014-04-11;3,14;-3,92;-1,4;2,2
"840";2014-04-14;3,27;-3,62;-1,84;2,23
"841";2014-04-15;3,06;-3,68;-1,66999999999999;2,32
"842";2014-04-16;3,12;-3,56;-1,83;2,29
"843";2014-04-17;3,21;-3,65;-1,83;2,3
"844";2014-04-22;3,20999999999999;-3,71;-1,78;2,31
"845";2014-04-23;3,13;-3,7;-1,69;2,28
"846";2014-04-24;3,15000000000001;-3,73;-1,64;2,26000000000001
"847";2014-04-25;3,25;-3,78;-1,7;2,26000000000001
"848";2014-04-28;3,41;-3,79;-1,76;2,17
"849";2014-04-29;3,36000000000001;-3,84;-1,65;2,16
"850";2014-04-30;3,44;-3,93;-1,72;2,24
"851";2014-05-02;3,31;-4;-1,62;2,34
"852";2014-05-05;3,28;-3,99;-1,66999999999999;2,41
"853";2014-05-06;3,31;-3,99;-1,67;2,38
"854";2014-05-07;3,26000000000001;-3,84;-1,63;2,24
"855";2014-05-08;3,24;-3,82;-1,7;2,31
"856";2014-05-09;3,22;-3,89;-1,54;2,24
"857";2014-05-12;3,16;-3,82;-1,57;2,27
"858";2014-05-13;3,16;-3,86;-1,47;2,2
"859";2014-05-14;3,18;-3,75;-1,61;2,21
"860";2014-05-15;3,22;-3,7;-1,65;2,16
"861";2014-05-16;3,26;-3,81;-1,65;2,23
"862";2014-05-19;3,3;-3,8;-1,64;2,16999999999999
"863";2014-05-20;3,34;-3,84;-1,56;2,09999999999999
"864";2014-05-21;3,29;-3,84;-1,59;2,17
"865";2014-05-22;3,25;-3,94;-1,54;2,26000000000001
"866";2014-05-23;3,25;-3,84;-1,53;2,14
"867";2014-05-26;3,28;-3,86;-1,57;2,18
"868";2014-05-27;3,25;-3,92;-1,52;2,22
"869";2014-05-28;3,23;-3,95;-1,45;2,19
"870";2014-05-29;3,34;-3,95;-1,42;2,06
"871";2014-05-30;3,17;-4,01;-1,46;2,33
"872";2014-06-02;3,18;-3,95;-1,56;2,36
"873";2014-06-03;3,2;-3,95;-1,52;2,29
"874";2014-06-04;3,2;-3,96;-1,49;2,27
"875";2014-06-05;3,21;-3,99;-1,51;2,32
"876";2014-06-06;3,13;-3,92;-1,47;2,28
"877";2014-06-09;3,16;-3,89;-1,48;2,23
"878";2014-06-10;3,15;-3,85;-1,43;2,17
"879";2014-06-11;3,01;-3,85;-1,40000000000001;2,25
"880";2014-06-12;3,05;-3,86;-1,42;2,26
"881";2014-06-13;3,05;-3,8;-1,4;2,16
"882";2014-06-16;3,12;-3,85;-1,48;2,23
"883";2014-06-17;3,16;-3,76000000000001;-1,54000000000001;2,16999999999999
"884";2014-06-18;3,14;-3,82;-1,52;2,23
"885";2014-06-19;3,17;-3,81;-1,54;2,2
"886";2014-06-20;3,16;-3,81;-1,46;2,14
"887";2014-06-23;3,17;-3,8;-1,48;2,14
"888";2014-06-24;3,05;-3,65;-1,49;2,13
"889";2014-06-25;3,08;-3,67;-1,51;2,12
"890";2015-03-27;2,94;-2,96;-1,63;1,64
"891";2015-03-30;2,96;-2,97;-1,64;1,65
"892";2015-03-31;2,98;-2,94;-1,72;1,68
"893";2015-04-01;2,99;-2,83;-1,84;1,67
"894";2015-04-02;2,97;-2,95;-1,71;1,69
"895";2015-04-07;2,93;-2,83;-1,75;1,65
"896";2015-04-08;3;-2,89;-1,74;1,63
"897";2015-04-09;2,96;-2,82;-1,78;1,63
"898";2015-04-10;2,96;-2,8;-1,81;1,66
"899";2015-04-13;2,97;-2,81;-1,76;1,59
"900";2015-04-14;2,99;-2,86;-1,78;1,65
"901";2015-04-15;2,99;-2,89;-1,78;1,68
"902";2015-04-16;2,99;-2,87;-1,82;1,71
"903";2015-04-17;3;-2,85;-1,86;1,72
"904";2015-04-20;2,91;-2,84;-1,76;1,69
"905";2015-04-21;2,87;-2,81;-1,73;1,68
"906";2015-04-22;2,98;-2,86;-1,75;1,64
"907";2015-04-23;2,91;-2,83;-1,77;1,68
"908";2015-04-24;3,02;-2,89;-1,78;1,65
"909";2015-04-27;2,89;-2,85;-1,76;1,72
"910";2015-04-28;2,98;-2,87;-1,85;1,75
"911";2015-04-29;2,91;-2,88;-1,83;1,8
"912";2015-04-30;2,98999999999999;-2,92;-1,93;1,87
"913";2015-05-04;2,92;-2,93;-1,86;1,87
"914";2015-05-05;2,88;-2,99;-1,75;1,86
"915";2015-05-06;2,94;-2,88;-1,96;1,9
"916";2015-05-07;2,85;-2,95;-1,83;1,93
"917";2015-05-08;2,8;-2,84;-1,83;1,87
"918";2015-05-11;2,83;-2,87;-1,83;1,87
"919";2015-05-12;2,84;-2,92;-1,85;1,93
"920";2015-05-13;2,93;-2,91;-1,88;1,86
"921";2015-05-14;3;-2,91;-1,91;1,83
"922";2015-05-15;2,96;-2,9;-1,9;1,84
"923";2015-05-18;2,93;-2,88;-1,91;1,86
"924";2015-05-19;2,92;-2,88;-1,86;1,82
"925";2015-05-20;2,86;-2,93;-1,81;1,87
"926";2015-05-21;2,8;-2,89;-1,89;1,98
"927";2015-05-22;2,83;-2,93;-1,84;1,94
"928";2015-05-26;2,85;-2,92;-1,88;1,96
"929";2015-05-27;2,82;-2,93;-1,84;1,95
"930";2015-05-28;2,8;-2,96;-1,89;2,06
"931";2015-05-29;2,85;-2,98;-1,97;2,1
"932";2015-06-01;2,9;-3,04;-1,92;2,06
"933";2015-06-02;2,88;-3,01;-1,93;2,05
"934";2015-06-03;2,9;-3,02;-1,97;2,08
"935";2015-06-04;2,9;-3,07;-2,01;2,17
"936";2015-06-05;2,88;-3,06;-1,97;2,15
"937";2015-06-08;2,87;-2,98;-1,97;2,08
"938";2015-06-09;2,86;-2,97;-1,96;2,08
"939";2015-06-10;2,78;-2,94;-1,94;2,1
"940";2015-06-11;2,84;-2,97;-1,91;2,04
"941";2015-06-12;2,83;-2,95;-1,91;2,03
"942";2015-06-15;2,82;-2,94;-1,91;2,02
"943";2015-06-16;2,7;-2,91;-1,88;2,08
"944";2015-06-17;2,68;-2,9;-1,8;2,01
"945";2015-06-18;2,7;-2,84;-1,78;1,93
"946";2015-06-19;2,76;-2,91;-1,85;2
"947";2015-06-22;2,85;-2,95;-1,87;1,98
"948";2015-06-23;2,84;-2,84;-1,95;1,96
"949";2015-06-24;2,85;-2,9;-1,89;1,94
"950";2015-06-25;2,95;-2,92;-1,92;1,89
"951";2016-03-29;1,77;-1,56;-1,23;1,04
"952";2016-03-30;1,7;-1,41;-1,31;1,04
"953";2016-03-31;1,79;-1,42;-1,39;1,05
"954";2016-04-01;1,71;-1,51;-1,09;0,91
"955";2016-04-04;1,82;-1,54;-1,3;1,05
"956";2016-04-05;1,93;-1,62;-1,23;0,949999999999999
"957";2016-04-06;1,83;-1,6;-1,37;1,17
"958";2016-04-07;1,78;-1,51;-1,36;1,11
"959";2016-04-08;1,85;-1,53;-1,35;1,04
"960";2016-04-11;1,9;-1,72;-1,43;1,27
"961";2016-04-12;1,93;-1,7;-1,46;1,26
"962";2016-04-13;1,92;-1,74;-1,38;1,22
"963";2016-04-14;1,89;-1,84;-1,33;1,3
"964";2016-04-15;1,55;-1,75;-1,02;1,23
"965";2016-04-18;1,7;-1,65;-1,02;1
"966";2016-04-19;1,7;-1,8;-1,11;1,23
"967";2016-04-20;1,46;-1,75;-0,890000000000001;1,19
"968";2016-04-21;1,84;-1,82;-1,14;1,15
"969";2016-04-22;1,69;-1,82;-1,07;1,22
"970";2016-04-25;1,59;-1,89;-1,17;1,48
"971";2016-04-26;1,78;-1,63;-1,41;1,28
"972";2016-04-27;1,61;-1,77;-1,15;1,33
"973";2016-04-28;1,85;-1,73;-1,46;1,36
"974";2016-04-29;1,85;-1,68;-1,5;1,36
"975";2016-05-02;1,8;-1,68;-1,4;1,3
"976";2016-05-03;1,79;-1,69;-1,5;1,43
"977";2016-05-04;1,84;-1,84;-1,51;1,53
"978";2016-05-05;1,7;-1,7;-1,45;1,47
"979";2016-05-06;1,83;-1,82;-1,47;1,48
"980";2016-05-09;1,87;-1,92;-1,47;1,54
"981";2016-05-10;1,9;-1,95;-1,39;1,46
"982";2016-05-11;1,84;-1,95;-1,3;1,44
"983";2016-05-12;1,95;-1,95;-1,7;1,71
"984";2016-05-13;1,92;-1,98;-1,48;1,57
"985";2016-05-16;2,11;-2,03;-1,01;0,949999999999999
"986";2016-05-17;1,92;-2,17;-1,29;1,56
"987";2016-05-18;2,01;-2,15;-1,32;1,48
"988";2016-05-19;2,11;-2,14;-1,39;1,45
"989";2016-05-20;2,1;-2,12;-1,41;1,45
"990";2016-05-23;2,36;-2,09;-1,48;1,24
"991";2016-05-24;2,24;-2,04;-1,5;1,34
"992";2016-05-25;2,15;-2,06;-1,49;1,42
"993";2016-05-26;2,26;-2;-1,62;1,39
"994";2016-05-27;2,17;-2,13;-1,69;1,68
"995";2016-05-30;2,08;-1,99;-1,67;1,61
"996";2016-05-31;2,08;-2,17;-1,49;1,61
"997";2016-06-01;2,01;-2,13;-1,43;1,57
"998";2016-06-02;1,99;-2,15;-1,4;1,58
"999";2016-06-03;1,95;-2,29;-1,32;1,68
"1000";2016-06-06;2,13;-2,37;-1,36;1,62
"1001";2016-06-07;2,08;-2,3;-1,45;1,69
"1002";2016-06-08;2,25;-2,34;-1,43;1,54
"1003";2016-06-09;2,17;-2,34;-1,07;1,26
"1004";2016-06-10;2,32;-2,42;-1,29;1,42
"1005";2016-06-13;2,34;-2,4;-1,35;1,43
"1006";2016-06-14;2,38;-2,47;-1,33;1,45
"1007";2016-06-15;2,58;-2,6;-1,61;1,66
"1008";2016-06-16;2,45;-2,63;-1,3;1,51
"1009";2016-06-17;2,48;-2,66;-1,37;1,58
"1010";2016-06-20;2,66;-2,87;-1,36;1,61
"1011";2016-06-21;2,78;-3,02;-1,42;1,69
"1012";2016-06-22;2,92;-3,23;-1,28;1,62
"1013";2016-06-23;3,2;-3,34;-1,32;1,49
"1014";2016-06-24;3,28;-3,53;-1,41;1,69
"1015";2016-06-27;3,39;-3,5;-1,67;1,82
"1016";2017-03-29;3,95;-2,67;-2,48;1,26
"1017";2017-03-30;4,11;-2,69;-2,5;1,14
"1018";2017-03-31;4,28;-2,77;-2,67;1,23
"1019";2017-04-03;4,26000000000001;-2,83;-2,69;1,33
"1020";2017-04-04;4,34;-2,75;-2,76;1,24
"1021";2017-04-05;4,14;-2,64;-2,92;1,49
"1022";2017-04-06;4,35;-2,79;-2,88;1,37
"1023";2017-04-07;4,23;-2,79;-2,78;1,4
"1024";2017-04-10;4,3;-2,83;-2,76;1,37
"1025";2017-04-11;4,3;-2,84;-2,68;1,28
"1026";2017-04-12;4,16;-2,92;-2,84;1,66
"1027";2017-04-13;4,18;-2,99;-2,79;1,67
"1028";2017-04-18;4,31;-3,14;-2,75;1,63
"1029";2017-04-19;4,26;-3,1;-2,8;1,7
"1030";2017-04-20;4,14;-3,09;-2,82;1,83
"1031";2017-04-21;4,01;-3,19;-2,63;1,87
"1032";2017-04-25;4,04;-2,87;-2,54;1,44
"1033";2017-04-26;4,3;-3,05;-2,68;1,5
"1034";2017-04-27;4,39;-3;-2,86;1,53
"1035";2017-04-28;4,33;-2,92;-2,72;1,37
"1036";2017-05-02;4,36;-2,91;-2,81;1,43
"1037";2017-05-03;4,41;-2,96;-2,74;1,36
"1038";2017-05-04;4,46;-2,77;-2,76;1,13
"1039";2017-05-05;4,33;-2,9;-2,59;1,23
"1040";2017-05-08;4,2;-2,78;-2,55;1,2
"1041";2017-05-09;4,4;-2,81;-2,66;1,14
"1042";2017-05-10;4,26;-2,89;-2,56;1,25
"1043";2017-05-11;4,25;-2,85;-2,77;1,43
"1044";2017-05-12;4,39;-2,94;-2,65;1,27
"1045";2017-05-15;4,4;-2,85;-2,67;1,19
"1046";2017-05-16;4,28;-2,83;-2,69;1,3
"1047";2017-05-17;4,5;-2,82;-2,73;1,12
"1048";2017-05-18;4,37;-2,9;-2,75;1,33
"1049";2017-05-19;4,3;-2,82;-2,78;1,36
"1050";2017-05-22;4,42;-2,98;-2,81;1,43
"1051";2017-05-23;4,47;-2,95;-2,78;1,33
"1052";2017-05-24;4,34;-2,9;-2,76;1,39
"1053";2017-05-25;4,34;-2,9;-2,76;1,39
"1054";2017-05-26;4,45;-2,99;-2,81;1,43
"1055";2017-05-29;4,5;-3,01;-2,87;1,45
"1056";2017-05-30;4,5;-3,05;-2,98;1,6
"1057";2017-05-31;4,59;-3,1;-2,85;1,44
"1058";2017-06-01;4,38;-3;-2,73;1,41
"1059";2017-06-02;4,36;-3,12;-2,84;1,67
"1060";2017-06-05;4,29;-3,27;-2,49;1,54
"1061";2017-06-06;4,29;-3,15;-2,6;1,53
"1062";2017-06-07;4,3;-2,96;-2,75;1,48
"1063";2017-06-08;4,26;-3,1;-2,73;1,63
"1064";2017-06-09;4,44;-3,01;-2,75;1,39
"1065";2017-06-12;4,41;-3;-2,63;1,3
"1066";2017-06-13;4,4;-2,98;-2,59;1,25
"1067";2017-06-14;4,35;-3;-2,58;1,3
"1068";2017-06-15;4,28;-2,9;-2,54;1,23
"1069";2017-06-16;4,47;-3,13;-2,69;1,42
"1070";2017-06-19;4,3;-3,1;-2,6;1,46
"1071";2017-06-20;4,37;-3,08;-2,71;1,48
"1072";2017-06-21;4,38;-3,03;-2,68;1,4
"1073";2017-06-22;4,19;-3,09;-2,58;1,54
"1074";2017-06-23;4,18;-2,87;-2,72;1,48
"1075";2017-06-26;4,27;-2,98;-2,71;1,49
"1076";2017-06-27;4,31;-2,91;-2,63;1,31
"1077";2018-03-28;4,63;-4,04;-3,55;3,02
"1078";2018-03-29;4,93;-4,15;-3,65;2,95
"1079";2018-04-03;4,62;-4,12;-3,2;2,77
"1080";2018-04-04;4,75;-4,32;-3,31;2,95
"1081";2018-04-05;4,51;-4,16;-3,19;2,88
"1082";2018-04-06;4,54;-4,09;-3,15;2,75
"1083";2018-04-09;4,4;-3,9;-3,27;2,82
"1084";2018-04-10;4,52;-3,43;-3,33;2,31
"1085";2018-04-11;4,4;-3,68;-3,34;2,67
"1086";2018-04-12;4,31;-3,72;-3,25;2,71
"1087";2018-04-13;4,35;-3,86;-3,28;2,84
"1088";2018-04-16;4,37;-3,91;-3,17;2,78
"1089";2018-04-17;4,27;-3,82;-3;2,6
"1090";2018-04-18;4,18;-3,84;-3,14;2,84999999999999
"1091";2018-04-19;4,27999999999999;-4,04000000000001;-3,18;2,98999999999999
"1092";2018-04-20;4,27;-3,85;-3,25;2,89
"1093";2018-04-23;4,23999999999999;-3,91;-3,07;2,79
"1094";2018-04-24;4,19;-3,94;-3,09;2,88
"1095";2018-04-25;4,16;-3,84;-3,24;2,97
"1096";2018-04-26;4,32;-4,11;-3,03;2,87
"1097";2018-04-27;4,23999999999999;-3,86;-3,3;2,98
"1098";2018-04-30;4,32;-4,14;-3,22;3,09
"1099";2018-05-02;4,26000000000001;-4,09;-3,04;2,93
"1100";2018-05-03;4,22;-4,11;-3,25;3,2
"1101";2018-05-04;4,22;-4,09;-3,28;3,21
"1102";2018-05-07;4,24;-4,13;-3,08;3,02
"1103";2018-05-08;4,34999999999999;-4,2;-2,99;2,88999999999999
"1104";2018-05-09;4,46;-4,24;-3,06;2,9
"1105";2018-05-10;4,63;-4,18;-3,15000000000001;2,76
"1106";2018-05-11;4,65;-4,31;-3,27;2,98
"1107";2018-05-14;4,75;-4,35;-3,31;2,97
"1108";2018-05-15;4,76000000000001;-4,25;-3,22;2,77
"1109";2018-05-16;4,81;-4,25;-3,15000000000001;2,65
"1110";2018-05-17;4,89;-4,25;-3,38;2,8
"1111";2018-05-18;4,9;-4,3;-3,24;2,7
"1112";2018-05-21;4,95999999999999;-4,3;-3,24;2,64
"1113";2018-05-22;5,05;-4,39;-3,44;2,84999999999999
"1114";2018-05-23;5;-4,36;-3,36;2,79
"1115";2018-05-24;5,05;-4,4;-3,25;2,67
"1116";2018-05-25;5,21;-4,43;-3,38;2,65
"1117";2018-05-28;5,15;-4,2;-3,42;2,53
"1118";2018-05-29;5,61;-4,29;-3,52;2,27
"1119";2018-05-30;5,56;-4,34;-3,38;2,23
"1120";2018-05-31;5,93;-4,45;-3,47;2,07
"1121";2018-06-01;5,81;-4,38;-3,48999999999999;2,15000000000001
"1122";2018-06-04;5,85;-4,5;-3,29;2,02
"1123";2018-06-05;5,79;-4,56;-3,51;2,37
"1124";2018-06-06;5,58;-4,35;-3,17;2,01
"1125";2018-06-07;5,55;-4,33;-3,09;1,95
"1126";2018-06-08;5,65;-4,38;-3,15000000000001;1,95
"1127";2018-06-11;5,63;-4,22;-3,28;1,94
"1128";2018-06-12;5,86;-4,29;-3,17;1,68
"1129";2018-06-13;6,05;-4,39;-3,09999999999999;1,54000000000001
"1130";2018-06-14;6,43;-4,41;-3,48;1,55
"1131";2018-06-15;6,24;-4,36;-3,32;1,52
"1132";2018-06-18;6,43;-4,3;-3,57;1,54
"1133";2018-06-19;6,39;-4,48;-3,58;1,76000000000001
"1134";2018-06-20;6,22000000000001;-4,48999999999999;-3,56;1,93
"1135";2018-06-21;5,93;-4,36;-3,46;1,98
"1136";2018-06-22;5,96;-4,45;-3,38999999999999;1,96
"1137";2018-06-25;5,88;-4,32;-3,47;1,99
"1138";2018-06-26;5,55;-4,28;-3,5;2,29
"1139";2018-06-27;5,52999999999999;-4,45;-3,15000000000001;2,15
"1140";2019-03-28;3,2;-3,95;-2,75;3,48
"1141";2019-03-29;3,38;-4,06;-2,82;3,5
"1142";2019-04-01;3,43;-4,34;-2,83;3,74
"1143";2019-04-02;3,27;-4,25;-2,73;3,69
"1144";2019-04-03;3,11;-4;-2,75;3,63
"1145";2019-04-04;3,33000000000001;-4,13999999999999;-2,69;3,49
"1146";2019-04-05;3,57;-4,08;-2,81;3,31
"1147";2019-04-08;3,99;-4,16;-2,91999999999999;3,09
"1148";2019-04-09;4,02;-4,05;-3;3,02
"1149";2019-04-10;4,23;-4,3;-3,12;3,2
"1150";2019-04-11;4,05;-4,26;-3,04;3,26
"1151";2019-04-12;4,01;-4,11;-2,92;3,03
"1152";2019-04-15;4;-4,22;-2,94;3,15
"1153";2019-04-16;4,01;-4,18;-2,93;3,11
"1154";2019-04-17;4,16;-4,15000000000001;-2,93;2,91
"1155";2019-04-18;4,11;-4,32;-3,14;3,35
"1156";2019-04-23;4,19;-4,51;-3,01;3,34
"1157";2019-04-24;4,27999999999999;-4,8;-3,1;3,61
"1158";2019-04-25;4,27;-4,42;-3,19;3,33
"1159";2019-04-26;4,24;-4,49;-3,2;3,45
"1160";2019-04-29;4,07;-4,48;-3,16;3,56
"1161";2019-04-30;4,07;-4,29;-3;3,21
"1162";2019-05-02;3,92;-4,11;-3,03;3,22
"1163";2019-05-03;3,98;-4,22000000000001;-2,93;3,16
"1164";2019-05-06;4,05;-4,35;-3,05;3,35
"1165";2019-05-07;4,23999999999999;-4,22000000000001;-3,07;3,06
"1166";2019-05-08;4,18;-4,21;-2,84;2,87
"1167";2019-05-09;4,16;-4,31;-3,09;3,23
"1168";2019-05-10;4,18;-4,26;-3,07;3,15
"1169";2019-05-13;3,97;-4,29;-2,75;3,07
"1170";2019-05-14;4,1;-4,2;-3;3,1
"1171";2019-05-15;4,06;-4,22;-3,01;3,16
"1172";2019-05-16;3,9;-4,26000000000001;-2,88;3,25
"1173";2019-05-17;4;-4,34;-2,88;3,21
"1174";2019-05-20;3,88;-4,42;-2,67;3,21
"1175";2019-05-21;3,96;-4,44;-2,86;3,34
"1176";2019-05-22;3,82;-4,44;-2,64;3,26
"1177";2019-05-23;3,88;-4,51;-2,89;3,53
"1178";2019-05-24;3,67;-4,31;-2,79;3,43
"1179";2019-05-27;3,81;-4,43;-2,85;3,45
"1180";2019-05-28;3,91999999999999;-4,46;-2,83000000000001;3,36
"1181";2019-05-29;3,81;-4,2;-2,7;3,07
"1182";2019-05-30;4,02;-4,19;-2,93;3,09
"1183";2019-05-31;3,72000000000001;-4,27;-2,69;3,23
"1184";2019-06-03;3,7;-4,27;-2,79;3,36
"1185";2019-06-04;3,55;-4,24;-2,51000000000001;3,18
"1186";2019-06-05;3,5;-4,23;-2,5;3,23
"1187";2019-06-06;3,32;-4,16;-2,51;3,34
"1188";2019-06-07;3,23;-4,18;-2,4;3,33000000000001
"1189";2019-06-10;3,21;-4,15;-2,45;3,37
"1190";2019-06-11;3,18;-4,2;-2,32;3,33
"1191";2019-06-12;3,19;-4,11;-2,52;3,42
"1192";2019-06-13;3,2;-4,22000000000001;-2,35;3,37
"1193";2019-06-14;3,12;-4,14;-2,35;3,35
"1194";2019-06-17;3,02;-4,2;-2,14;3,31
"1195";2019-06-18;3,08000000000001;-4,11;-2,37;3,40000000000001
"1196";2019-06-19;2,88;-4,03;-2,27;3,42
"1197";2019-06-20;2,88;-4,21;-2,16;3,47
"1198";2019-06-21;2,83;-4,18;-2,09;3,43
"1199";2019-06-24;2,87;-4,23;-2,12;3,45
"1200";2019-06-25;2,94;-4,16;-2,26;3,47
"1201";2019-06-26;2,86;-4,2;-2,22000000000001;3,55
"1202";2020-03-27;1,64;-3,38;-1,91999999999999;3,65000000000001
"1203";2020-03-30;1,54;-3,28;-1,98;3,73
"1204";2020-03-31;1,16;-3,17;-1,84;3,84
"1205";2020-04-01;1,29;-3,35;-1,73;3,77
"1206";2020-04-02;1,22;-3,85;-1,55;4,16
"1207";2020-04-03;1,3;-4,17;-1,53;4,38
"1208";2020-04-06;1,33;-3,95;-1,89;4,48999999999999
"1209";2020-04-07;1,49;-3,95;-1,69;4,15
"1210";2020-04-08;1,31;-3,86000000000001;-1,61000000000001;4,16
"1211";2020-04-09;1,49;-3,78;-2,09;4,36
"1212";2020-04-14;1,55;-3,87;-1,76000000000001;4,08
"1213";2020-04-15;1,43;-3,75;-2,01;4,31
"1214";2020-04-16;1,63;-3,6;-1,7;3,65
"1215";2020-04-17;1,76;-4,1;-1,99;4,31
"1216";2020-04-20;1,82;-3,91;-2,1;4,18
"1217";2020-04-21;1,62;-3,97;-1,93;4,27
"1218";2020-04-22;2,31;-4,25;-2,1;4,04
"1219";2020-04-23;2,06;-3,85;-1,83;3,63
"1220";2020-04-24;2;-3,95;-1,95;3,89
"1221";2020-04-27;1,82;-4,01;-1,78;3,98
"1222";2020-04-28;1,73999999999999;-3,94;-1,5;3,69
"1223";2020-04-29;1,5;-3,84;-1,68;4,01
"1224";2020-04-30;1,45;-3,72;-1,74;4,01
"1225";2020-05-04;1,26000000000001;-3,62;-1,44;3,79000000000001
"1226";2020-05-05;1,3;-3,52;-1,59;3,79
"1227";2020-05-06;1,5;-3,45;-1,52;3,46
"1228";2020-05-07;1,44;-3,39;-1,67;3,61
"1229";2020-05-08;1,71;-3,65;-1,65;3,58
"1230";2020-05-11;1,47;-3,81;-1,51000000000001;3,85
"1231";2020-05-12;1,28;-3,8;-1,58;4,1
"1232";2020-05-13;1,37;-3,73;-1,76;4,1
"1233";2020-05-14;1,42;-3,77;-1,67;4,01
"1234";2020-05-15;1,38;-3,67;-1,77;4,05
"1235";2020-05-18;1,36;-3,74;-1,77;4,13
"1236";2020-05-19;1,05;-3,91;-1,68;4,52
"1237";2020-05-20;1,2;-3,77;-1,86;4,41
"1238";2020-05-21;1,1;-3,79;-1,83;4,5
"1239";2020-05-22;1,07;-3,76000000000001;-1,78;4,45
"1240";2020-05-25;1,09;-3,95;-1,89;4,73
"1241";2020-05-26;1,02;-3,97;-1,83;4,76000000000001
"1242";2020-05-27;0,950000000000003;-3,97;-1,89;4,89
"1243";2020-05-28;1,04;-3,81;-1,86;4,6
"1244";2020-05-29;0,93;-3,86;-1,77;4,68
"1245";2020-06-01;0,840000000000003;-3,86;-1,71;4,71
"1246";2020-06-02;0,950000000000003;-3,83;-1,81;4,68
