Settlement;Date;ContractName
68,88;03.01.2011;Q1-2012
68,62;04.01.2011;Q1-2012
68,13;05.01.2011;Q1-2012
69,1;06.01.2011;Q1-2012
69,38;07.01.2011;Q1-2012
69,38;10.01.2011;Q1-2012
69,79;11.01.2011;Q1-2012
69,29;12.01.2011;Q1-2012
69,45;13.01.2011;Q1-2012
69;14.01.2011;Q1-2012
68,7;17.01.2011;Q1-2012
68,75;18.01.2011;Q1-2012
68,38;19.01.2011;Q1-2012
67,74;20.01.2011;Q1-2012
67,17;21.01.2011;Q1-2012
67,35;24.01.2011;Q1-2012
66,88;25.01.2011;Q1-2012
67,05;26.01.2011;Q1-2012
67,17;27.01.2011;Q1-2012
66,59;28.01.2011;Q1-2012
66,11;31.01.2011;Q1-2012
67,09;01.02.2011;Q1-2012
67,15;02.02.2011;Q1-2012
67,82;03.02.2011;Q1-2012
67,72;04.02.2011;Q1-2012
67,35;07.02.2011;Q1-2012
66,95;08.02.2011;Q1-2012
66,88;09.02.2011;Q1-2012
67,14;10.02.2011;Q1-2012
67,88;11.02.2011;Q1-2012
67,23;14.02.2011;Q1-2012
67,63;15.02.2011;Q1-2012
67,23;16.02.2011;Q1-2012
67,72;17.02.2011;Q1-2012
67,35;18.02.2011;Q1-2012
68,75;21.02.2011;Q1-2012
69,25;22.02.2011;Q1-2012
69,38;23.02.2011;Q1-2012
69,53;24.02.2011;Q1-2012
69,5;25.02.2011;Q1-2012
69,25;28.02.2011;Q1-2012
69,25;01.03.2011;Q1-2012
69,25;02.03.2011;Q1-2012
69,75;03.03.2011;Q1-2012
69,98;04.03.2011;Q1-2012
70,9;07.03.2011;Q1-2012
70,08;08.03.2011;Q1-2012
69,99;09.03.2011;Q1-2012
70,05;10.03.2011;Q1-2012
69,93;11.03.2011;Q1-2012
72,38;14.03.2011;Q1-2012
77,3;15.03.2011;Q1-2012
80,41;16.03.2011;Q1-2012
79,89;17.03.2011;Q1-2012
79,57;18.03.2011;Q1-2012
78,89;21.03.2011;Q1-2012
79,91;22.03.2011;Q1-2012
79,5;23.03.2011;Q1-2012
79,35;24.03.2011;Q1-2012
79,8;25.03.2011;Q1-2012
79,4;28.03.2011;Q1-2012
65,15;29.03.2011;Q2-2012
64,92;30.03.2011;Q2-2012
66,32;31.03.2011;Q2-2012
66,1;01.04.2011;Q2-2012
66,91;04.04.2011;Q2-2012
66,25;05.04.2011;Q2-2012
65,98;06.04.2011;Q2-2012
65,04;07.04.2011;Q2-2012
65,63;08.04.2011;Q2-2012
65,5;11.04.2011;Q2-2012
64,18;12.04.2011;Q2-2012
63,48;13.04.2011;Q2-2012
63,76;14.04.2011;Q2-2012
64;15.04.2011;Q2-2012
63,67;18.04.2011;Q2-2012
63;19.04.2011;Q2-2012
63,38;20.04.2011;Q2-2012
63,97;21.04.2011;Q2-2012
63,45;26.04.2011;Q2-2012
63,53;27.04.2011;Q2-2012
63,91;28.04.2011;Q2-2012
64,5;29.04.2011;Q2-2012
64,19;02.05.2011;Q2-2012
64,48;03.05.2011;Q2-2012
64,25;04.05.2011;Q2-2012
63,75;05.05.2011;Q2-2012
63,84;06.05.2011;Q2-2012
63,78;09.05.2011;Q2-2012
64,13;10.05.2011;Q2-2012
64,15;11.05.2011;Q2-2012
64,25;12.05.2011;Q2-2012
64,45;13.05.2011;Q2-2012
64;16.05.2011;Q2-2012
64,25;17.05.2011;Q2-2012
64,19;18.05.2011;Q2-2012
64,16;19.05.2011;Q2-2012
64,59;20.05.2011;Q2-2012
64,18;23.05.2011;Q2-2012
64,54;24.05.2011;Q2-2012
64,15;25.05.2011;Q2-2012
64,19;26.05.2011;Q2-2012
64,86;27.05.2011;Q2-2012
