Settlement;Date;ContractName
59,28;03.01.2011;Q2-2012
58,76;04.01.2011;Q2-2012
57,53;05.01.2011;Q2-2012
58,74;06.01.2011;Q2-2012
60,41;07.01.2011;Q2-2012
60,13;10.01.2011;Q2-2012
59,3;11.01.2011;Q2-2012
59,87;12.01.2011;Q2-2012
59,11;13.01.2011;Q2-2012
58,14;14.01.2011;Q2-2012
58,77;17.01.2011;Q2-2012
58,11;18.01.2011;Q2-2012
57,95;19.01.2011;Q2-2012
57,55;20.01.2011;Q2-2012
57,68;21.01.2011;Q2-2012
57,12;24.01.2011;Q2-2012
56,99;25.01.2011;Q2-2012
57,25;26.01.2011;Q2-2012
58,38;27.01.2011;Q2-2012
57,66;28.01.2011;Q2-2012
58,34;31.01.2011;Q2-2012
57,77;01.02.2011;Q2-2012
58,76;02.02.2011;Q2-2012
59,83;03.02.2011;Q2-2012
59,58;04.02.2011;Q2-2012
58,75;07.02.2011;Q2-2012
57,52;08.02.2011;Q2-2012
58,63;09.02.2011;Q2-2012
57,6;10.02.2011;Q2-2012
58,75;11.02.2011;Q2-2012
58,57;14.02.2011;Q2-2012
58,49;15.02.2011;Q2-2012
58,36;16.02.2011;Q2-2012
58,61;17.02.2011;Q2-2012
58,92;18.02.2011;Q2-2012
60;21.02.2011;Q2-2012
59,85;22.02.2011;Q2-2012
59,6;23.02.2011;Q2-2012
59,88;24.02.2011;Q2-2012
58,97;25.02.2011;Q2-2012
59,49;28.02.2011;Q2-2012
59,36;01.03.2011;Q2-2012
59,65;02.03.2011;Q2-2012
59,3;03.03.2011;Q2-2012
60,16;04.03.2011;Q2-2012
61,75;07.03.2011;Q2-2012
60,01;08.03.2011;Q2-2012
59,55;09.03.2011;Q2-2012
58,84;10.03.2011;Q2-2012
58,76;11.03.2011;Q2-2012
61,35;14.03.2011;Q2-2012
65,55;15.03.2011;Q2-2012
64,81;16.03.2011;Q2-2012
63,5;17.03.2011;Q2-2012
64,13;18.03.2011;Q2-2012
64,01;21.03.2011;Q2-2012
64,6;22.03.2011;Q2-2012
64,88;23.03.2011;Q2-2012
64,76;24.03.2011;Q2-2012
64,73;25.03.2011;Q2-2012
66,43;28.03.2011;Q2-2012
68,58;29.03.2011;Q3-2012
67,88;30.03.2011;Q3-2012
68,7;31.03.2011;Q3-2012
70,55;01.04.2011;Q3-2012
67,76;04.04.2011;Q3-2012
67,85;05.04.2011;Q3-2012
67,25;06.04.2011;Q3-2012
65,95;07.04.2011;Q3-2012
66,37;08.04.2011;Q3-2012
66;11.04.2011;Q3-2012
65,01;12.04.2011;Q3-2012
64,19;13.04.2011;Q3-2012
64,55;14.04.2011;Q3-2012
64,3;15.04.2011;Q3-2012
64,21;18.04.2011;Q3-2012
64,44;19.04.2011;Q3-2012
65,42;20.04.2011;Q3-2012
65,96;21.04.2011;Q3-2012
64,25;26.04.2011;Q3-2012
64,65;27.04.2011;Q3-2012
64,95;28.04.2011;Q3-2012
64,44;29.04.2011;Q3-2012
65,99;02.05.2011;Q3-2012
65,75;03.05.2011;Q3-2012
65,16;04.05.2011;Q3-2012
64,62;05.05.2011;Q3-2012
63,63;06.05.2011;Q3-2012
63,99;09.05.2011;Q3-2012
63,94;10.05.2011;Q3-2012
64,4;11.05.2011;Q3-2012
65,25;12.05.2011;Q3-2012
65,54;13.05.2011;Q3-2012
65,3;16.05.2011;Q3-2012
64,11;17.05.2011;Q3-2012
64,9;18.05.2011;Q3-2012
65,3;19.05.2011;Q3-2012
64,14;20.05.2011;Q3-2012
64,6;23.05.2011;Q3-2012
64,47;24.05.2011;Q3-2012
64,06;25.05.2011;Q3-2012
65,33;26.05.2011;Q3-2012
66,17;27.05.2011;Q3-2012
66,76;30.05.2011;Q3-2012
66,4;31.05.2011;Q3-2012
66,18;01.06.2011;Q3-2012
66,18;02.06.2011;Q3-2012
66,02;03.06.2011;Q3-2012
65,81;06.06.2011;Q3-2012
66,49;07.06.2011;Q3-2012
66,16;08.06.2011;Q3-2012
66,45;09.06.2011;Q3-2012
65,63;10.06.2011;Q3-2012
66,52;14.06.2011;Q3-2012
66,54;15.06.2011;Q3-2012
65,53;16.06.2011;Q3-2012
66,22;17.06.2011;Q3-2012
65,48;20.06.2011;Q3-2012
64,64;21.06.2011;Q3-2012
64,84;22.06.2011;Q3-2012
63,06;23.06.2011;Q3-2012
63,43;24.06.2011;Q3-2012
62,5;27.06.2011;Q3-2012
78,73;28.06.2011;Q4-2012
77,25;29.06.2011;Q4-2012
78,12;30.06.2011;Q4-2012
77,94;01.07.2011;Q4-2012
79,27;04.07.2011;Q4-2012
78,48;05.07.2011;Q4-2012
79,11;06.07.2011;Q4-2012
79,67;07.07.2011;Q4-2012
79,07;08.07.2011;Q4-2012
78,22;11.07.2011;Q4-2012
78,81;12.07.2011;Q4-2012
78,75;13.07.2011;Q4-2012
78,85;14.07.2011;Q4-2012
77,59;15.07.2011;Q4-2012
77,37;18.07.2011;Q4-2012
78,9;19.07.2011;Q4-2012
79,6;20.07.2011;Q4-2012
80,15;21.07.2011;Q4-2012
79,49;22.07.2011;Q4-2012
79,38;25.07.2011;Q4-2012
78,03;26.07.2011;Q4-2012
79,02;27.07.2011;Q4-2012
80,28;28.07.2011;Q4-2012
78,82;29.07.2011;Q4-2012
79,2;01.08.2011;Q4-2012
78,16;02.08.2011;Q4-2012
78,36;03.08.2011;Q4-2012
78,01;04.08.2011;Q4-2012
77,92;05.08.2011;Q4-2012
77,15;08.08.2011;Q4-2012
76,62;09.08.2011;Q4-2012
77,01;10.08.2011;Q4-2012
77,44;11.08.2011;Q4-2012
77,26;12.08.2011;Q4-2012
77,05;15.08.2011;Q4-2012
77,14;16.08.2011;Q4-2012
77,24;17.08.2011;Q4-2012
77,1;18.08.2011;Q4-2012
77,54;19.08.2011;Q4-2012
77,27;22.08.2011;Q4-2012
77,14;23.08.2011;Q4-2012
77,47;24.08.2011;Q4-2012
77,53;25.08.2011;Q4-2012
77,55;26.08.2011;Q4-2012
78,03;29.08.2011;Q4-2012
78,98;30.08.2011;Q4-2012
79,87;31.08.2011;Q4-2012
80,11;01.09.2011;Q4-2012
79,9;02.09.2011;Q4-2012
78,45;05.09.2011;Q4-2012
78,76;06.09.2011;Q4-2012
78,87;07.09.2011;Q4-2012
79,8;08.09.2011;Q4-2012
79,72;09.09.2011;Q4-2012
78,84;12.09.2011;Q4-2012
79,51;13.09.2011;Q4-2012
79,75;14.09.2011;Q4-2012
79,76;15.09.2011;Q4-2012
79,68;16.09.2011;Q4-2012
78,88;19.09.2011;Q4-2012
78,28;20.09.2011;Q4-2012
77,94;21.09.2011;Q4-2012
76,94;22.09.2011;Q4-2012
76,19;23.09.2011;Q4-2012
75,44;26.09.2011;Q4-2012
76,02;27.09.2011;Q4-2012
76,25;28.09.2011;Q1-2013
76,35;29.09.2011;Q1-2013
75,98;30.09.2011;Q1-2013
75,98;03.10.2011;Q1-2013
75,95;04.10.2011;Q1-2013
76,1;05.10.2011;Q1-2013
76,05;06.10.2011;Q1-2013
76,15;07.10.2011;Q1-2013
76,05;10.10.2011;Q1-2013
75,85;11.10.2011;Q1-2013
76,18;12.10.2011;Q1-2013
75,7;13.10.2011;Q1-2013
75,7;14.10.2011;Q1-2013
75,45;17.10.2011;Q1-2013
75;18.10.2011;Q1-2013
75;19.10.2011;Q1-2013
74,95;20.10.2011;Q1-2013
75,1;21.10.2011;Q1-2013
74,5;24.10.2011;Q1-2013
75,15;25.10.2011;Q1-2013
75,1;26.10.2011;Q1-2013
75,5;27.10.2011;Q1-2013
75,5;28.10.2011;Q1-2013
75,25;31.10.2011;Q1-2013
73,5;01.11.2011;Q1-2013
73,75;02.11.2011;Q1-2013
73,8;03.11.2011;Q1-2013
73,8;04.11.2011;Q1-2013
74,8;07.11.2011;Q1-2013
75,05;08.11.2011;Q1-2013
74,55;09.11.2011;Q1-2013
74,6;10.11.2011;Q1-2013
73,94;11.11.2011;Q1-2013
74,86;14.11.2011;Q1-2013
74,53;15.11.2011;Q1-2013
74,44;16.11.2011;Q1-2013
74,21;17.11.2011;Q1-2013
74,03;18.11.2011;Q1-2013
73,73;21.11.2011;Q1-2013
73,8;22.11.2011;Q1-2013
73;23.11.2011;Q1-2013
72,22;24.11.2011;Q1-2013
71,8;25.11.2011;Q1-2013
73,25;28.11.2011;Q1-2013
72,69;29.11.2011;Q1-2013
72,8;30.11.2011;Q1-2013
71,75;01.12.2011;Q1-2013
72,25;02.12.2011;Q1-2013
72,25;05.12.2011;Q1-2013
71,5;06.12.2011;Q1-2013
71,5;07.12.2011;Q1-2013
71,5;08.12.2011;Q1-2013
71,5;09.12.2011;Q1-2013
71,59;12.12.2011;Q1-2013
71,95;13.12.2011;Q1-2013
71,75;14.12.2011;Q1-2013
71,45;15.12.2011;Q1-2013
71,45;16.12.2011;Q1-2013
70,95;19.12.2011;Q1-2013
71,25;20.12.2011;Q1-2013
71,25;21.12.2011;Q1-2013
71,45;22.12.2011;Q1-2013
72,77;23.12.2011;Q1-2013
72,78;27.12.2011;Q1-2013
59,03;28.12.2011;Q2-2013
58,81;29.12.2011;Q2-2013
58,6;30.12.2011;Q2-2013
58,05;02.01.2012;Q2-2013
58,09;03.01.2012;Q2-2013
58,31;04.01.2012;Q2-2013
58,46;05.01.2012;Q2-2013
57,99;06.01.2012;Q2-2013
58,42;09.01.2012;Q2-2013
