Settlement;Date;ContractName
50,11;03.01.2011;Q3-2012
49,49;04.01.2011;Q3-2012
49,01;05.01.2011;Q3-2012
50,09;06.01.2011;Q3-2012
50,81;07.01.2011;Q3-2012
51,04;10.01.2011;Q3-2012
51,24;11.01.2011;Q3-2012
51,19;12.01.2011;Q3-2012
50,42;13.01.2011;Q3-2012
49,74;14.01.2011;Q3-2012
49,67;17.01.2011;Q3-2012
49,76;18.01.2011;Q3-2012
49,12;19.01.2011;Q3-2012
49,01;20.01.2011;Q3-2012
48,31;21.01.2011;Q3-2012
48,58;24.01.2011;Q3-2012
48,06;25.01.2011;Q3-2012
48,85;26.01.2011;Q3-2012
48,82;27.01.2011;Q3-2012
48,6;28.01.2011;Q3-2012
49,05;31.01.2011;Q3-2012
49,6;01.02.2011;Q3-2012
49,91;02.02.2011;Q3-2012
50,26;03.02.2011;Q3-2012
50,3;04.02.2011;Q3-2012
49,15;07.02.2011;Q3-2012
48,86;08.02.2011;Q3-2012
48,69;09.02.2011;Q3-2012
48,92;10.02.2011;Q3-2012
49,36;11.02.2011;Q3-2012
49,12;14.02.2011;Q3-2012
49,16;15.02.2011;Q3-2012
48,89;16.02.2011;Q3-2012
49,65;17.02.2011;Q3-2012
49,7;18.02.2011;Q3-2012
50,73;21.02.2011;Q3-2012
50,92;22.02.2011;Q3-2012
50,69;23.02.2011;Q3-2012
50,36;24.02.2011;Q3-2012
50,12;25.02.2011;Q3-2012
50,41;28.02.2011;Q3-2012
49,99;01.03.2011;Q3-2012
49,9;02.03.2011;Q3-2012
50,06;03.03.2011;Q3-2012
50,58;04.03.2011;Q3-2012
51,1;07.03.2011;Q3-2012
50,31;08.03.2011;Q3-2012
50,54;09.03.2011;Q3-2012
50,01;10.03.2011;Q3-2012
50,08;11.03.2011;Q3-2012
51,95;14.03.2011;Q3-2012
54,5;15.03.2011;Q3-2012
53,51;16.03.2011;Q3-2012
54,63;17.03.2011;Q3-2012
53,49;18.03.2011;Q3-2012
53,89;21.03.2011;Q3-2012
54,17;22.03.2011;Q3-2012
55,01;23.03.2011;Q3-2012
54,28;24.03.2011;Q3-2012
54,66;25.03.2011;Q3-2012
55,56;28.03.2011;Q3-2012
62,63;29.03.2011;Q4-2012
61,99;30.03.2011;Q4-2012
63,08;31.03.2011;Q4-2012
63,7;01.04.2011;Q4-2012
64,75;04.04.2011;Q4-2012
64,04;05.04.2011;Q4-2012
64,09;06.04.2011;Q4-2012
63,25;07.04.2011;Q4-2012
63,63;08.04.2011;Q4-2012
63;11.04.2011;Q4-2012
62,43;12.04.2011;Q4-2012
61,67;13.04.2011;Q4-2012
62,2;14.04.2011;Q4-2012
62,76;15.04.2011;Q4-2012
62,58;18.04.2011;Q4-2012
61,65;19.04.2011;Q4-2012
62,54;20.04.2011;Q4-2012
62,82;21.04.2011;Q4-2012
61,92;26.04.2011;Q4-2012
62,47;27.04.2011;Q4-2012
63,06;28.04.2011;Q4-2012
63,53;29.04.2011;Q4-2012
63,61;02.05.2011;Q4-2012
63,07;03.05.2011;Q4-2012
62,9;04.05.2011;Q4-2012
62,43;05.05.2011;Q4-2012
61,73;06.05.2011;Q4-2012
62,26;09.05.2011;Q4-2012
62,65;10.05.2011;Q4-2012
62,5;11.05.2011;Q4-2012
62,52;12.05.2011;Q4-2012
63,04;13.05.2011;Q4-2012
62,76;16.05.2011;Q4-2012
62,31;17.05.2011;Q4-2012
