"";"Date";"Spread0BQIII"
"1219";2011-08-01;-4,81
"1220";2011-08-02;-4,34999999999999
"1221";2011-08-03;-4,46
"1222";2011-08-04;-4,44
"1223";2011-08-05;-4,13
"1224";2011-08-08;-4,08000000000001
"1225";2011-08-09;-4,29000000000001
"1226";2011-08-10;-4,54
"1227";2011-08-11;-4,55
"1228";2011-08-12;-4,46
"1229";2011-08-15;-4,48999999999999
"1230";2011-08-16;-4,33
"1231";2011-08-17;-4,66999999999999
"1232";2011-08-18;-4,65
"1233";2011-08-19;-4,77
"1234";2011-08-22;-4,8
"1235";2011-08-23;-4,23
"1236";2011-08-24;-4,1
"1237";2011-08-25;-4,57
"1238";2011-08-26;-4,45
"1239";2011-08-29;-4,33
"1240";2011-08-30;-4,36
"1241";2011-08-31;-4,45
"1242";2011-09-01;-4,4
"1243";2011-09-02;-4,48
"1244";2011-09-05;-4,35
"1245";2011-09-06;-4,31
"1246";2011-09-07;-4,31
"1247";2011-09-08;-4,09
"1248";2011-09-09;-4,05
"1249";2011-09-12;-4,12
"1250";2011-09-13;-4,11
"1251";2011-09-14;-3,85
"1252";2011-09-15;-3,58
"1253";2011-09-16;-3,98
"1254";2011-09-19;-3,96
"1255";2011-09-20;-4,03
"1256";2011-09-21;-3,8
"1257";2011-09-22;-3,83000000000001
"1258";2011-09-23;-3,7
"1259";2011-09-26;-3,95
"1260";2011-09-27;-3,94
"1261";2012-06-27;-3,69
"1262";2012-06-28;-3,62
"1263";2012-06-29;-3,63
"1264";2012-07-02;-3,52999999999999
"1265";2012-07-03;-3,52
"1266";2012-07-04;-3,58
"1267";2012-07-05;-3,57
"1268";2012-07-06;-3,58
"1269";2012-07-09;-3,55
"1270";2012-07-10;-3,63
"1271";2012-07-11;-3,66
"1272";2012-07-12;-3,73
"1273";2012-07-13;-3,77
"1274";2012-07-16;-3,69
"1275";2012-07-17;-3,72
"1276";2012-07-18;-3,79
"1277";2012-07-19;-3,75
"1278";2012-07-20;-3,75
"1279";2012-07-23;-3,90000000000001
"1280";2012-07-24;-3,82
"1281";2012-07-25;-3,76
"1282";2012-07-26;-3,88
"1283";2012-07-27;-3,79
"1284";2012-07-30;-3,82
"1285";2012-07-31;-3,94
"1286";2012-08-01;-3,78
"1287";2012-08-02;-3,91
"1288";2012-08-03;-3,86
"1289";2012-08-06;-3,71
"1290";2012-08-07;-3,77
"1291";2012-08-08;-3,7
"1292";2012-08-09;-3,5
"1293";2012-08-10;-3,52
"1294";2012-08-13;-3,59
"1295";2012-08-14;-3,8
"1296";2012-08-15;-3,66
"1297";2012-08-16;-3,75
"1298";2012-08-17;-3,62
"1299";2012-08-20;-3,55
"1300";2012-08-21;-3,44
"1301";2012-08-22;-3,42
"1302";2012-08-23;-3,39
"1303";2012-08-24;-3,5
"1304";2012-08-27;-3,45
"1305";2012-08-28;-3,48
"1306";2012-08-29;-3,61
"1307";2012-08-30;-3,65
"1308";2012-08-31;-3,56
"1309";2012-09-03;-3,73
"1310";2012-09-04;-3,73
"1311";2012-09-05;-3,74
"1312";2012-09-06;-3,72
"1313";2012-09-07;-3,74
"1314";2012-09-10;-3,62
"1315";2012-09-11;-3,59
"1316";2012-09-12;-3,66
"1317";2012-09-13;-3,61
"1318";2012-09-14;-3,66
"1319";2012-09-17;-3,68
"1320";2012-09-18;-3,73
"1321";2012-09-19;-3,65000000000001
"1322";2012-09-20;-3,68
"1323";2012-09-21;-3,63
"1324";2012-09-24;-3,87
"1325";2012-09-25;-3,96
"1326";2013-06-26;-3,32
"1327";2013-06-27;-3,25
"1328";2013-06-28;-3,29000000000001
"1329";2013-07-01;-3,18
"1330";2013-07-02;-2,97
"1331";2013-07-03;-2,86
"1332";2013-07-04;-2,76
"1333";2013-07-05;-2,79
"1334";2013-07-08;-2,77
"1335";2013-07-09;-2,4
"1336";2013-07-10;-2,77
"1337";2013-07-11;-2,71
"1338";2013-07-12;-2,61
"1339";2013-07-15;-2,55
"1340";2013-07-16;-2,51
"1341";2013-07-17;-2,27
"1342";2013-07-18;-2,27
"1343";2013-07-19;-2,26
"1344";2013-07-22;-2,15
"1345";2013-07-23;-2,13999999999999
"1346";2013-07-24;-2,21
"1347";2013-07-25;-2,23999999999999
"1348";2013-07-26;-2,11
"1349";2013-07-29;-2,17
"1350";2013-07-30;-2,21
"1351";2013-07-31;-2,24
"1352";2013-08-01;-2,08
"1353";2013-08-02;-2,06
"1354";2013-08-05;-2,04
"1355";2013-08-06;-1,94
"1356";2013-08-07;-1,95
"1357";2013-08-08;-1,85
"1358";2013-08-09;-1,93
"1359";2013-08-12;-1,87
"1360";2013-08-13;-1,84
"1361";2013-08-14;-1,94
"1362";2013-08-15;-2,09
"1363";2013-08-16;-2,09999999999999
"1364";2013-08-19;-2,03
"1365";2013-08-20;-2,05
"1366";2013-08-21;-1,83
"1367";2013-08-22;-1,81
"1368";2013-08-23;-1,85
"1369";2013-08-26;-1,75
"1370";2013-08-27;-1,81
"1371";2013-08-28;-1,66
"1372";2013-08-29;-1,68
"1373";2013-08-30;-1,66
"1374";2013-09-02;-1,53
"1375";2013-09-03;-1,44
"1376";2013-09-04;-1,27
"1377";2013-09-05;-1,64
"1378";2013-09-06;-1,89
"1379";2013-09-09;-2,06
"1380";2013-09-10;-1,97
"1381";2013-09-11;-1,77
"1382";2013-09-12;-1,44
"1383";2013-09-13;-1,68
"1384";2013-09-16;-1,88
"1385";2013-09-17;-1,86
"1386";2013-09-18;-1,72
"1387";2013-09-19;-1,76
"1388";2013-09-20;-1,78
"1389";2013-09-23;-1,72
"1390";2013-09-24;-1,86
"1391";2013-09-25;-1,76
"1392";2014-06-26;-0,32
"1393";2014-06-27;-0,239999999999995
"1394";2014-06-30;-0,300000000000004
"1395";2014-07-01;-0,32
"1396";2014-07-02;-0,329999999999998
"1397";2014-07-03;-0,289999999999999
"1398";2014-07-04;-0,310000000000002
"1399";2014-07-07;-0,329999999999998
"1400";2014-07-08;-0,310000000000002
"1401";2014-07-09;-0,300000000000004
"1402";2014-07-10;-0,340000000000003
"1403";2014-07-11;-0,380000000000003
"1404";2014-07-14;-0,370000000000005
"1405";2014-07-15;-0,409999999999997
"1406";2014-07-16;-0,440000000000005
"1407";2014-07-17;-0,359999999999999
"1408";2014-07-18;-0,350000000000001
"1409";2014-07-21;-0,390000000000001
"1410";2014-07-22;-0,299999999999997
"1411";2014-07-23;-0,310000000000002
"1412";2014-07-24;-0,259999999999998
"1413";2014-07-25;-0,359999999999999
"1414";2014-07-28;-0,309999999999995
"1415";2014-07-29;-0,289999999999999
"1416";2014-07-30;-0,419999999999995
"1417";2014-07-31;-0,379999999999995
"1418";2014-08-01;-0,289999999999999
"1419";2014-08-04;-0,340000000000003
"1420";2014-08-05;-0,380000000000003
"1421";2014-08-06;-0,340000000000003
"1422";2014-08-07;-0,290000000000006
"1423";2014-08-08;-0,189999999999998
"1424";2014-08-11;-0,269999999999996
"1425";2014-08-12;-0,349999999999994
"1426";2014-08-13;-0,280000000000001
"1427";2014-08-14;-0,359999999999999
"1428";2014-08-15;-0,270000000000003
"1429";2014-08-18;-0,339999999999996
"1430";2014-08-19;-0,329999999999998
"1431";2014-08-20;-0,420000000000002
"1432";2014-08-21;-0,43
"1433";2014-08-22;-0,380000000000003
"1434";2014-08-25;-0,350000000000001
"1435";2014-08-26;-0,369999999999997
"1436";2014-08-27;-0,479999999999997
"1437";2014-08-28;-0,5
"1438";2014-08-29;-0,589999999999996
"1439";2014-09-01;-0,68
"1440";2014-09-02;-0,609999999999999
"1441";2014-09-03;-0,589999999999996
"1442";2014-09-04;-0,579999999999998
"1443";2014-09-05;-0,629999999999995
"1444";2014-09-08;-0,589999999999996
"1445";2014-09-09;-0,670000000000002
"1446";2014-09-10;-0,569999999999993
"1447";2014-09-11;-0,669999999999995
"1448";2014-09-12;-0,619999999999997
"1449";2014-09-15;-0,640000000000001
"1450";2014-09-16;-0,800000000000004
"1451";2014-09-17;-0,699999999999996
"1452";2014-09-18;-0,729999999999997
"1453";2014-09-19;-0,840000000000003
"1454";2014-09-22;-0,780000000000001
"1455";2014-09-23;-0,700000000000003
"1456";2014-09-24;-0,640000000000001
"1457";2014-09-25;-0,479999999999997
"1458";2015-06-26;-1,34
"1459";2015-06-29;-1,37
"1460";2015-06-30;-1,19
"1461";2015-07-01;-1,23
"1462";2015-07-02;-1,27
"1463";2015-07-03;-1,32
"1464";2015-07-06;-1,28
"1465";2015-07-07;-1,23
"1466";2015-07-08;-1,34
"1467";2015-07-09;-1,35
"1468";2015-07-10;-1,35
"1469";2015-07-13;-1,38
"1470";2015-07-14;-1,43
"1471";2015-07-15;-1,24
"1472";2015-07-16;-1,35
"1473";2015-07-17;-1,16
"1474";2015-07-20;-1,19
"1475";2015-07-21;-1,17
"1476";2015-07-22;-1,1
"1477";2015-07-23;-1,02
"1478";2015-07-24;-1
"1479";2015-07-27;-1,01
"1480";2015-07-28;-1,04
"1481";2015-07-29;-0,969999999999999
"1482";2015-07-30;-0,98
"1483";2015-07-31;-0,919999999999998
"1484";2015-08-03;-0,960000000000001
"1485";2015-08-04;-0,800000000000001
"1486";2015-08-05;-0,880000000000003
"1487";2015-08-06;-0,959999999999997
"1488";2015-08-07;-1,16
"1489";2015-08-10;-1,09
"1490";2015-08-11;-1,03
"1491";2015-08-12;-1,02
"1492";2015-08-13;-1,11
"1493";2015-08-14;-1,1
"1494";2015-08-17;-1,02
"1495";2015-08-18;-1,07
"1496";2015-08-19;-0,970000000000002
"1497";2015-08-20;-1,01
"1498";2015-08-21;-0,93
"1499";2015-08-24;-0,969999999999999
"1500";2015-08-25;-0,77
"1501";2015-08-26;-0,800000000000001
"1502";2015-08-27;-0,77
"1503";2015-08-28;-0,739999999999998
"1504";2015-08-31;-0,850000000000001
"1505";2015-09-01;-0,690000000000001
"1506";2015-09-02;-0,66
"1507";2015-09-03;-0,68
"1508";2015-09-04;-0,650000000000002
"1509";2015-09-07;-0,550000000000001
"1510";2015-09-08;-0,540000000000003
"1511";2015-09-09;-0,419999999999998
"1512";2015-09-10;-0,43
"1513";2015-09-11;-0,509999999999998
"1514";2015-09-14;-0,420000000000002
"1515";2015-09-15;-0,470000000000002
"1516";2015-09-16;-0,439999999999998
"1517";2015-09-17;-0,41
"1518";2015-09-18;-0,439999999999998
"1519";2015-09-21;-0,390000000000001
"1520";2015-09-22;-0,289999999999999
"1521";2015-09-23;-0,330000000000002
"1522";2015-09-24;-0,370000000000001
"1523";2015-09-25;-0,27
"1524";2016-06-28;-0,890000000000001
"1525";2016-06-29;-0,75
"1526";2016-06-30;-0,790000000000003
"1527";2016-07-01;-0,469999999999999
"1528";2016-07-04;-0,59
"1529";2016-07-05;-0,539999999999999
"1530";2016-07-06;-0,690000000000001
"1531";2016-07-07;-0,600000000000001
"1532";2016-07-08;-0,629999999999999
"1533";2016-07-11;-0,509999999999998
"1534";2016-07-12;-0,329999999999998
"1535";2016-07-13;-0,690000000000001
"1536";2016-07-14;-0,77
"1537";2016-07-15;-0,77
"1538";2016-07-18;-0,920000000000002
"1539";2016-07-19;-0,84
"1540";2016-07-20;-0,960000000000001
"1541";2016-07-21;-0,75
"1542";2016-07-22;-0,68
"1543";2016-07-25;-0,630000000000003
"1544";2016-07-26;-0,690000000000001
"1545";2016-07-27;-0,779999999999998
"1546";2016-07-28;-0,720000000000002
"1547";2016-07-29;-0,870000000000001
"1548";2016-08-01;-0,82
"1549";2016-08-02;-0,710000000000001
"1550";2016-08-03;-0,879999999999999
"1551";2016-08-04;-0,739999999999998
"1552";2016-08-05;-0,629999999999999
"1553";2016-08-08;-0,699999999999999
"1554";2016-08-09;-0,349999999999998
"1555";2016-08-10;-0,469999999999999
"1556";2016-08-11;-0,539999999999999
"1557";2016-08-12;-0,34
"1558";2016-08-15;-0,309999999999999
"1559";2016-08-16;-0,600000000000001
"1560";2016-08-17;-0,629999999999999
"1561";2016-08-18;-0,73
"1562";2016-08-19;-0,690000000000001
"1563";2016-08-22;-0,550000000000001
"1564";2016-08-23;-0,600000000000001
"1565";2016-08-24;-0,75
"1566";2016-08-25;-0,68
"1567";2016-08-26;-0,640000000000001
"1568";2016-08-29;-0,59
"1569";2016-08-30;-0,719999999999999
"1570";2016-08-31;-0,460000000000001
"1571";2016-09-01;-0,579999999999998
"1572";2016-09-02;-0,529999999999998
"1573";2016-09-05;-0,640000000000001
"1574";2016-09-06;-0,469999999999999
"1575";2016-09-07;-0,279999999999998
"1576";2016-09-08;-0,32
"1577";2016-09-09;-0,390000000000001
"1578";2016-09-12;-0,289999999999999
"1579";2016-09-13;-0,18
"1580";2016-09-14;-0,190000000000001
"1581";2016-09-15;-0,18
"1582";2016-09-16;-0,460000000000001
"1583";2016-09-19;-0,449999999999999
"1584";2016-09-20;-0,5
"1585";2016-09-21;-0,43
"1586";2016-09-22;-0,280000000000001
"1587";2016-09-23;-0,229999999999997
"1588";2016-09-26;-0,129999999999999
"1589";2016-09-27;-0,150000000000002
"1590";2017-06-28;0,0399999999999991
"1591";2017-06-29;0,170000000000002
"1592";2017-06-30;0
"1593";2017-07-03;0,289999999999999
"1594";2017-07-04;0,169999999999998
"1595";2017-07-05;0,23
"1596";2017-07-06;0
"1597";2017-07-07;0,130000000000003
"1598";2017-07-10;-0,289999999999999
"1599";2017-07-11;-0,309999999999999
"1600";2017-07-12;-0,23
"1601";2017-07-13;-0,210000000000001
"1602";2017-07-14;-0,48
"1603";2017-07-17;-0,239999999999998
"1604";2017-07-18;-0,209999999999997
"1605";2017-07-19;-0,210000000000001
"1606";2017-07-20;-0,16
"1607";2017-07-21;-0,169999999999998
"1608";2017-07-24;-0,25
"1609";2017-07-25;-0,0800000000000018
"1610";2017-07-26;-0,149999999999999
"1611";2017-07-27;-0,300000000000001
"1612";2017-07-28;-0,25
"1613";2017-07-31;-0,0999999999999979
"1614";2017-08-01;-0,400000000000002
"1615";2017-08-02;-0,399999999999999
"1616";2017-08-03;-0,23
"1617";2017-08-04;-0,169999999999998
"1618";2017-08-07;-0,239999999999998
"1619";2017-08-08;-0,329999999999998
"1620";2017-08-09;-0,129999999999999
"1621";2017-08-10;-0,18
"1622";2017-08-11;0
"1623";2017-08-14;0,0300000000000011
"1624";2017-08-15;-0,120000000000001
"1625";2017-08-16;0,120000000000001
"1626";2017-08-17;0,350000000000001
"1627";2017-08-18;0,379999999999999
"1628";2017-08-21;0,210000000000001
"1629";2017-08-22;0,240000000000002
"1630";2017-08-23;0,279999999999998
"1631";2017-08-24;0,289999999999999
"1632";2017-08-25;0,309999999999999
"1633";2017-08-28;0,260000000000002
"1634";2017-08-29;0,310000000000002
"1635";2017-08-30;0,420000000000002
"1636";2017-08-31;0,350000000000001
"1637";2017-09-01;0,389999999999997
"1638";2017-09-04;0,370000000000001
"1639";2017-09-05;0,5
"1640";2017-09-06;0,379999999999999
"1641";2017-09-07;0,260000000000002
"1642";2017-09-08;0,120000000000001
"1643";2017-09-11;-0,209999999999997
"1644";2017-09-12;-0,0300000000000011
"1645";2017-09-13;0
"1646";2017-09-14;-0,109999999999999
"1647";2017-09-15;-0,259999999999998
"1648";2017-09-18;-0,100000000000001
"1649";2017-09-19;0,120000000000005
"1650";2017-09-20;0,019999999999996
"1651";2017-09-21;-0,100000000000001
"1652";2017-09-22;-0,0399999999999991
"1653";2017-09-25;0,0799999999999983
"1654";2017-09-26;0,0300000000000011
"1655";2017-09-27;0,0700000000000003
"1656";2018-06-28;-1,14
"1657";2018-06-29;-1,25
"1658";2018-07-02;-1,23
"1659";2018-07-03;-1,04
"1660";2018-07-04;-1,04
"1661";2018-07-05;-0,93
"1662";2018-07-06;-1,05
"1663";2018-07-09;-0,859999999999999
"1664";2018-07-10;-0,25
"1665";2018-07-11;-0,25
"1666";2018-07-12;-0,699999999999996
"1667";2018-07-13;-0,839999999999996
"1668";2018-07-16;-0,649999999999999
"1669";2018-07-17;-0,920000000000002
"1670";2018-07-18;-0,620000000000005
"1671";2018-07-19;-0,280000000000001
"1672";2018-07-20;-0,490000000000002
"1673";2018-07-23;-0,209999999999994
"1674";2018-07-24;-0,160000000000004
"1675";2018-07-25;0,130000000000003
"1676";2018-07-26;-0,200000000000003
"1677";2018-07-27;-0,0399999999999991
"1678";2018-07-30;-0,329999999999998
"1679";2018-07-31;-0,439999999999998
"1680";2018-08-01;-0,530000000000001
"1681";2018-08-02;-0,539999999999999
"1682";2018-08-03;-0,410000000000004
"1683";2018-08-06;-0,200000000000003
"1684";2018-08-07;-0,340000000000003
"1685";2018-08-08;-0,600000000000001
"1686";2018-08-09;-0,519999999999996
"1687";2018-08-10;-0,540000000000006
"1688";2018-08-13;-0,720000000000006
"1689";2018-08-14;-0,609999999999999
"1690";2018-08-15;-0,829999999999998
"1691";2018-08-16;-1,06
"1692";2018-08-17;-0,910000000000004
"1693";2018-08-20;-0,480000000000004
"1694";2018-08-21;-0,520000000000003
"1695";2018-08-22;-0,759999999999998
"1696";2018-08-23;-0,740000000000002
"1697";2018-08-24;-0,700000000000003
"1698";2018-08-27;-0,380000000000003
"1699";2018-08-28;-0,259999999999998
"1700";2018-08-29;-0,240000000000002
"1701";2018-08-30;-0,0600000000000023
"1702";2018-08-31;-0,019999999999996
"1703";2018-09-03;-0,0400000000000063
"1704";2018-09-04;0,339999999999996
"1705";2018-09-05;0,229999999999997
"1706";2018-09-06;0,519999999999996
"1707";2018-09-07;0,68
"1708";2018-09-10;1
"1709";2018-09-11;1,13
"1710";2018-09-12;1,14
"1711";2018-09-13;0,949999999999996
"1712";2018-09-14;0,579999999999998
"1713";2018-09-17;0,109999999999999
"1714";2018-09-18;-0,0700000000000003
"1715";2018-09-19;0,109999999999999
"1716";2018-09-20;0,709999999999994
"1717";2018-09-21;-0,119999999999997
"1718";2018-09-24;0,0899999999999963
"1719";2018-09-25;0
"1720";2018-09-26;-0,510000000000005
"1721";2019-06-27;-1,3
"1722";2019-06-28;-1,59
"1723";2019-07-01;-1,61000000000001
"1724";2019-07-02;-1,52
"1725";2019-07-03;-1,65
"1726";2019-07-04;-1,83000000000001
"1727";2019-07-05;-1,39
"1728";2019-07-08;-1,46
"1729";2019-07-09;-1,46
"1730";2019-07-10;-1,33000000000001
"1731";2019-07-11;-1,2
"1732";2019-07-12;-1,13
"1733";2019-07-15;-1,24
"1734";2019-07-16;-1,39
"1735";2019-07-17;-1,66
"1736";2019-07-18;-1,76
"1737";2019-07-19;-1,42
"1738";2019-07-22;-1,54
"1739";2019-07-23;-1,29
"1740";2019-07-24;-1,34999999999999
"1741";2019-07-25;-1,47
"1742";2019-07-26;-1,5
"1743";2019-07-29;-1,23
"1744";2019-07-30;-1,37
"1745";2019-07-31;-1,19
"1746";2019-08-01;-1,04
"1747";2019-08-02;-1,02
"1748";2019-08-05;-1,25
"1749";2019-08-06;-1,31
"1750";2019-08-07;-1,27
"1751";2019-08-08;-1,32
"1752";2019-08-09;-1,24
"1753";2019-08-12;-1,45
"1754";2019-08-13;-1,46
"1755";2019-08-14;-1,86
"1756";2019-08-15;-1,96
"1757";2019-08-16;-1,83
"1758";2019-08-19;-1,94
"1759";2019-08-20;-1,98999999999999
"1760";2019-08-21;-2,2
"1761";2019-08-22;-2,09
"1762";2019-08-23;-2,09
"1763";2019-08-26;-2,12
"1764";2019-08-27;-2,29000000000001
"1765";2019-08-28;-2,02
"1766";2019-08-29;-2,02
"1767";2019-08-30;-2,09
"1768";2019-09-02;-2,4
"1769";2019-09-03;-2,34
"1770";2019-09-04;-2,28
"1771";2019-09-05;-2,33
"1772";2019-09-06;-2,55
"1773";2019-09-09;-2,86
"1774";2019-09-10;-2,71
"1775";2019-09-11;-2,28
"1776";2019-09-12;-2,68
"1777";2019-09-13;-2,39
"1778";2019-09-16;-2,09
"1779";2019-09-17;-2,16
"1780";2019-09-18;-2,55
"1781";2019-09-19;-2,28
"1782";2019-09-20;-2,32
"1783";2019-09-23;-2,32
"1784";2019-09-24;-2,42
"1785";2019-09-25;-2,53
"1786";2019-09-26;-2,47000000000001
"1787";2020-06-26;-4,26
"1788";2020-06-29;-4,61
"1789";2020-06-30;-4,42
"1790";2020-07-01;-4,56
"1791";2020-07-02;-4,88
"1792";2020-07-03;-5,29
"1793";2020-07-06;-5,02
"1794";2020-07-07;-5,15
"1795";2020-07-08;-5,29
"1796";2020-07-09;-5,22
"1797";2020-07-10;-5,27
"1798";2020-07-13;-5,45
"1799";2020-07-14;-5,4
"1800";2020-07-15;-5,45
"1801";2020-07-16;-5,48
"1802";2020-07-17;-5,85
"1803";2020-07-20;-5,5
"1804";2020-07-21;-5,87
"1805";2020-07-22;-5,88
"1806";2020-07-23;-5,79
"1807";2020-07-24;-6,02
"1808";2020-07-27;-5,96
"1809";2020-07-28;-5,85
"1810";2020-07-29;-5,93
"1811";2020-07-30;-6,35
"1812";2020-07-31;-6,22
"1813";2020-08-03;-6,15
"1814";2020-08-04;-6,03
"1815";2020-08-05;-5,99
"1816";2020-08-06;-5,5
"1817";2020-08-07;-5,72
"1818";2020-08-10;-5,59999999999999
"1819";2020-08-11;-5,55
"1820";2020-08-12;-5,71
"1821";2020-08-13;-5,73
"1822";2020-08-14;-5,67
"1823";2020-08-17;-5,71
"1824";2020-08-18;-5,54
"1825";2020-08-19;-5,58
"1826";2020-08-20;-5,45
"1827";2020-08-21;-5,37
"1828";2020-08-24;-5,29000000000001
"1829";2020-08-25;-4,87
"1830";2020-08-26;-5,11
"1831";2020-08-27;-5,16
"1832";2020-08-28;-5
"1833";2020-08-31;-5,34
"1834";2020-09-01;-5,32
