Settlement;Date;ContractName
52,85;03.01.2011;Cal-2012
52,5;04.01.2011;Cal-2012
52,04;05.01.2011;Cal-2012
53,04;06.01.2011;Cal-2012
53,74;07.01.2011;Cal-2012
53,72;10.01.2011;Cal-2012
53,99;11.01.2011;Cal-2012
53,85;12.01.2011;Cal-2012
53,25;13.01.2011;Cal-2012
52,59;14.01.2011;Cal-2012
52,36;17.01.2011;Cal-2012
52,11;18.01.2011;Cal-2012
51,8;19.01.2011;Cal-2012
51,5;20.01.2011;Cal-2012
51,3;21.01.2011;Cal-2012
51,32;24.01.2011;Cal-2012
50,84;25.01.2011;Cal-2012
51,43;26.01.2011;Cal-2012
51,42;27.01.2011;Cal-2012
51,2;28.01.2011;Cal-2012
51,65;31.01.2011;Cal-2012
52,12;01.02.2011;Cal-2012
52,46;02.02.2011;Cal-2012
52,88;03.02.2011;Cal-2012
52,65;04.02.2011;Cal-2012
51,75;07.02.2011;Cal-2012
51,39;08.02.2011;Cal-2012
51,25;09.02.2011;Cal-2012
51,55;10.02.2011;Cal-2012
52,05;11.02.2011;Cal-2012
51,73;14.02.2011;Cal-2012
51,79;15.02.2011;Cal-2012
51,64;16.02.2011;Cal-2012
52,23;17.02.2011;Cal-2012
52,34;18.02.2011;Cal-2012
53,34;21.02.2011;Cal-2012
53,54;22.02.2011;Cal-2012
53,39;23.02.2011;Cal-2012
53,19;24.02.2011;Cal-2012
52,95;25.02.2011;Cal-2012
53,22;28.02.2011;Cal-2012
52,81;01.03.2011;Cal-2012
52,81;02.03.2011;Cal-2012
53,05;03.03.2011;Cal-2012
53,43;04.03.2011;Cal-2012
54;07.03.2011;Cal-2012
53,36;08.03.2011;Cal-2012
53,6;09.03.2011;Cal-2012
53,2;10.03.2011;Cal-2012
53,11;11.03.2011;Cal-2012
55,01;14.03.2011;Cal-2012
58,16;15.03.2011;Cal-2012
57,88;16.03.2011;Cal-2012
57,18;17.03.2011;Cal-2012
57,3;18.03.2011;Cal-2012
57,37;21.03.2011;Cal-2012
57,77;22.03.2011;Cal-2012
58,67;23.03.2011;Cal-2012
58,05;24.03.2011;Cal-2012
58,48;25.03.2011;Cal-2012
59,52;28.03.2011;Cal-2012
59,31;29.03.2011;Cal-2012
58,6;30.03.2011;Cal-2012
59,38;31.03.2011;Cal-2012
59,98;01.04.2011;Cal-2012
60,68;04.04.2011;Cal-2012
60,12;05.04.2011;Cal-2012
60,19;06.04.2011;Cal-2012
59,43;07.04.2011;Cal-2012
59,83;08.04.2011;Cal-2012
59,17;11.04.2011;Cal-2012
58,61;12.04.2011;Cal-2012
58,06;13.04.2011;Cal-2012
58,4;14.04.2011;Cal-2012
58,9;15.04.2011;Cal-2012
58,75;18.04.2011;Cal-2012
57,86;19.04.2011;Cal-2012
58,55;20.04.2011;Cal-2012
58,9;21.04.2011;Cal-2012
58,09;26.04.2011;Cal-2012
58,61;27.04.2011;Cal-2012
59,22;28.04.2011;Cal-2012
59,3;29.04.2011;Cal-2012
59,83;02.05.2011;Cal-2012
59,43;03.05.2011;Cal-2012
59,22;04.05.2011;Cal-2012
58,61;05.05.2011;Cal-2012
58,11;06.05.2011;Cal-2012
58,52;09.05.2011;Cal-2012
58,78;10.05.2011;Cal-2012
58,84;11.05.2011;Cal-2012
58,77;12.05.2011;Cal-2012
59,35;13.05.2011;Cal-2012
59,1;16.05.2011;Cal-2012
58,71;17.05.2011;Cal-2012
58,64;18.05.2011;Cal-2012
58,98;19.05.2011;Cal-2012
58,63;20.05.2011;Cal-2012
58,25;23.05.2011;Cal-2012
58,54;24.05.2011;Cal-2012
58,32;25.05.2011;Cal-2012
58,69;26.05.2011;Cal-2012
59,46;27.05.2011;Cal-2012
60,5;30.05.2011;Cal-2012
60,1;31.05.2011;Cal-2012
59,8;01.06.2011;Cal-2012
59,8;02.06.2011;Cal-2012
59,49;03.06.2011;Cal-2012
59,35;06.06.2011;Cal-2012
59,62;07.06.2011;Cal-2012
59,41;08.06.2011;Cal-2012
59,53;09.06.2011;Cal-2012
59,72;10.06.2011;Cal-2012
60,19;14.06.2011;Cal-2012
59,96;15.06.2011;Cal-2012
59,69;16.06.2011;Cal-2012
59,34;17.06.2011;Cal-2012
58,65;20.06.2011;Cal-2012
57,93;21.06.2011;Cal-2012
58,2;22.06.2011;Cal-2012
56,63;23.06.2011;Cal-2012
57,09;24.06.2011;Cal-2012
56,31;27.06.2011;Cal-2012
56,87;28.06.2011;Cal-2012
56,65;29.06.2011;Cal-2012
56,72;30.06.2011;Cal-2012
56,66;01.07.2011;Cal-2012
57,02;04.07.2011;Cal-2012
57,67;05.07.2011;Cal-2012
57,58;06.07.2011;Cal-2012
58,41;07.07.2011;Cal-2012
57,92;08.07.2011;Cal-2012
57,14;11.07.2011;Cal-2012
57,31;12.07.2011;Cal-2012
57,18;13.07.2011;Cal-2012
57,29;14.07.2011;Cal-2012
57,27;15.07.2011;Cal-2012
56,9;18.07.2011;Cal-2012
57,34;19.07.2011;Cal-2012
57,6;20.07.2011;Cal-2012
57,95;21.07.2011;Cal-2012
57,8;22.07.2011;Cal-2012
57,64;25.07.2011;Cal-2012
57,51;26.07.2011;Cal-2012
57,54;27.07.2011;Cal-2012
57,81;28.07.2011;Cal-2012
57,48;29.07.2011;Cal-2012
57,94;01.08.2011;Cal-2012
57,65;02.08.2011;Cal-2012
56,99;03.08.2011;Cal-2012
56,85;04.08.2011;Cal-2012
56,53;05.08.2011;Cal-2012
56,22;08.08.2011;Cal-2012
56,41;09.08.2011;Cal-2012
56,7;10.08.2011;Cal-2012
56,96;11.08.2011;Cal-2012
57,16;12.08.2011;Cal-2012
57,05;15.08.2011;Cal-2012
56,73;16.08.2011;Cal-2012
57,23;17.08.2011;Cal-2012
56,81;18.08.2011;Cal-2012
56,72;19.08.2011;Cal-2012
57,02;22.08.2011;Cal-2012
57,12;23.08.2011;Cal-2012
57,85;24.08.2011;Cal-2012
57,59;25.08.2011;Cal-2012
57,64;26.08.2011;Cal-2012
58,63;29.08.2011;Cal-2012
58,73;30.08.2011;Cal-2012
58,68;31.08.2011;Cal-2012
58,79;01.09.2011;Cal-2012
58,45;02.09.2011;Cal-2012
57,97;05.09.2011;Cal-2012
58,02;06.09.2011;Cal-2012
58,13;07.09.2011;Cal-2012
58,59;08.09.2011;Cal-2012
58,13;09.09.2011;Cal-2012
57,81;12.09.2011;Cal-2012
57,99;13.09.2011;Cal-2012
57,85;14.09.2011;Cal-2012
58,1;15.09.2011;Cal-2012
57,75;16.09.2011;Cal-2012
57,49;19.09.2011;Cal-2012
57,31;20.09.2011;Cal-2012
57,5;21.09.2011;Cal-2012
56,84;22.09.2011;Cal-2012
56,54;23.09.2011;Cal-2012
56,17;26.09.2011;Cal-2012
56,65;27.09.2011;Cal-2012
56,7;28.09.2011;Cal-2012
57;29.09.2011;Cal-2012
56,46;30.09.2011;Cal-2012
56,46;03.10.2011;Cal-2012
55,51;04.10.2011;Cal-2012
55,8;05.10.2011;Cal-2012
55,7;06.10.2011;Cal-2012
55,78;07.10.2011;Cal-2012
56,1;10.10.2011;Cal-2012
56,05;11.10.2011;Cal-2012
56,41;12.10.2011;Cal-2012
55,83;13.10.2011;Cal-2012
55,89;14.10.2011;Cal-2012
55,71;17.10.2011;Cal-2012
55,34;18.10.2011;Cal-2012
55,03;19.10.2011;Cal-2012
54,77;20.10.2011;Cal-2012
55;21.10.2011;Cal-2012
54,91;24.10.2011;Cal-2012
55;25.10.2011;Cal-2012
54,73;26.10.2011;Cal-2012
55,3;27.10.2011;Cal-2012
55,23;28.10.2011;Cal-2012
54,98;31.10.2011;Cal-2012
54,49;01.11.2011;Cal-2012
54,4;02.11.2011;Cal-2012
54,67;03.11.2011;Cal-2012
54,81;04.11.2011;Cal-2012
55,89;07.11.2011;Cal-2012
56,01;08.11.2011;Cal-2012
55,41;09.11.2011;Cal-2012
55,43;10.11.2011;Cal-2012
55,57;11.11.2011;Cal-2012
55,35;14.11.2011;Cal-2012
55,32;15.11.2011;Cal-2012
55,33;16.11.2011;Cal-2012
55,17;17.11.2011;Cal-2012
54,68;18.11.2011;Cal-2012
